elapsed_s,x_rel_raw_m,y_rel_raw_m,x_rel_smooth_m,y_rel_smooth_m,x_explored_raw_m,y_explored_raw_m,x_explored_smooth_m,y_explored_smooth_m
16.12,0.0000,0.0000,0.0328,0.0065,0.0000,0.0000,0.0328,0.0065
33.05,0.0213,-0.0001,0.0570,0.0168,0.0213,-0.0001,0.0570,0.0168
33.62,0.0772,0.0195,0.0813,0.0303,0.0772,0.0195,0.0813,0.0303
34.36,0.1297,0.0480,0.0912,0.0526,0.1297,0.0480,0.0912,0.0526
34.92,0.1782,0.0843,0.1046,0.0837,0.1782,0.0843,0.1046,0.0837
35.92,0.0499,0.1115,0.0671,0.0903,0.0499,0.1115,0.0671,0.0903
36.69,0.0880,0.1554,0.0246,0.1007,0.0880,0.1554,0.0246,0.1007
37.12,-0.1103,0.0525,-0.0634,0.0742,-0.1103,0.0525,-0.0634,0.0742
37.62,-0.0828,0.0997,-0.1215,0.0559,-0.0828,0.0997,-0.1215,0.0559
38.33,-0.2621,-0.0481,-0.2141,-0.0060,-0.2621,-0.0481,-0.2141,-0.0060
38.92,-0.2403,0.0198,-0.2400,-0.0206,-0.2403,0.0198,-0.2400,-0.0206
39.33,-0.3748,-0.1537,-0.2924,-0.0607,-0.3748,-0.1537,-0.2924,-0.0607
