elapsed_s,x_m,y_m
6.15,0.0000,0.0000
47.48,-0.1844,-0.1125
49.77,-0.4066,-0.1260
50.47,-0.2325,0.0606
50.56,-0.0270,0.0886
51.86,0.2090,0.1266
53.56,0.4109,0.1675
