elapsed_s,x_rel_m,y_rel_m
16.27,0.0000,0.0000
20.38,-0.0014,-0.0001
21.51,-0.0162,-0.0019
22.58,-0.0302,-0.0073
23.60,-0.0426,-0.0157
24.67,-0.0524,-0.0270
25.67,-0.0619,-0.0446
26.67,-0.0672,-0.0614
27.69,-0.0734,-0.1260
28.37,0.1675,0.0146
28.66,0.4939,0.2750
