elapsed_s,area_m2,percent_known,known_cells,total_cells
4.95,3.668,66.56,1467,2204
7.01,3.668,66.56,1467,2204
9.81,3.668,66.56,1467,2204
12.27,3.668,66.56,1467,2204
14.16,3.668,66.56,1467,2204
16.24,3.668,66.56,1467,2204
17.97,3.668,66.56,1467,2204
19.92,3.668,66.56,1467,2204
21.73,3.668,66.56,1467,2204
23.76,3.668,66.56,1467,2204
25.74,3.668,66.56,1467,2204
27.75,3.668,66.56,1467,2204
29.72,3.668,66.56,1467,2204
31.73,3.668,66.56,1467,2204
33.75,3.668,66.56,1467,2204
35.73,3.668,66.56,1467,2204
37.81,3.668,66.56,1467,2204
39.72,3.668,66.56,1467,2204
41.81,3.668,66.56,1467,2204
43.72,3.668,66.56,1467,2204
45.74,3.668,66.56,1467,2204
47.76,3.668,66.56,1467,2204
49.72,3.668,66.56,1467,2204
52.41,4.315,78.31,1726,2204
53.73,4.390,78.32,1756,2242
55.73,4.470,79.75,1788,2242
57.78,5.015,67.41,2006,2976
59.81,5.373,70.74,2149,3038
61.79,5.373,70.74,2149,3038
63.73,5.423,71.40,2169,3038
66.18,5.448,69.48,2179,3136
67.99,5.625,71.75,2250,3136
69.91,5.745,73.28,2298,3136
72.28,5.753,73.37,2301,3136
73.99,5.773,73.63,2309,3136
76.34,5.818,72.72,2327,3200
78.23,5.825,72.81,2330,3200
80.52,5.833,72.91,2333,3200
82.84,5.840,73.00,2336,3200
83.82,5.968,74.59,2387,3200
86.17,6.040,75.50,2416,3200
87.90,6.053,75.66,2421,3200
90.24,6.078,75.97,2431,3200
92.77,6.093,76.16,2437,3200
94.84,6.148,76.84,2459,3200
95.92,6.185,77.31,2474,3200
98.24,6.198,77.47,2479,3200
100.38,6.200,77.50,2480,3200
102.43,6.205,77.56,2482,3200
104.21,6.213,77.66,2485,3200
106.16,6.235,77.94,2494,3200
108.17,6.248,78.09,2499,3200
110.19,6.248,78.09,2499,3200
112.07,6.253,78.16,2501,3200
114.49,6.253,78.16,2501,3200
116.50,6.253,78.16,2501,3200
117.91,6.253,78.16,2501,3200
