elapsed_s,x_rel_raw_m,y_rel_raw_m,x_rel_smooth_m,y_rel_smooth_m,x_explored_raw_m,y_explored_raw_m,x_explored_smooth_m,y_explored_smooth_m
20.02,0.0000,0.0000,-0.0057,-0.0002,0.0000,0.0000,-0.0057,-0.0002
25.01,-0.0009,-0.0000,-0.0096,-0.0003,-0.0009,-0.0000,-0.0096,-0.0003
26.10,-0.0163,-0.0004,-0.0169,-0.0005,-0.0163,-0.0004,-0.0169,-0.0005
27.12,-0.0212,-0.0006,-0.0291,-0.0009,-0.0212,-0.0006,-0.0291,-0.0009
28.11,-0.0462,-0.0014,-0.0442,-0.0014,-0.0462,-0.0014,-0.0442,-0.0014
29.12,-0.0612,-0.0019,-0.0592,-0.0019,-0.0612,-0.0019,-0.0592,-0.0019
30.24,-0.0762,-0.0025,-0.0772,-0.0025,-0.0762,-0.0025,-0.0772,-0.0025
31.40,-0.0912,-0.0030,-0.0932,-0.0031,-0.0912,-0.0030,-0.0932,-0.0031
32.46,-0.1112,-0.0038,-0.1092,-0.0038,-0.1112,-0.0038,-0.1092,-0.0038
33.51,-0.1261,-0.0044,-0.1251,-0.0044,-0.1261,-0.0044,-0.1251,-0.0044
34.57,-0.1411,-0.0051,-0.1421,-0.0051,-0.1411,-0.0051,-0.1421,-0.0051
35.62,-0.1561,-0.0057,-0.1581,-0.0058,-0.1561,-0.0057,-0.1581,-0.0058
36.75,-0.1761,-0.0066,-0.1721,-0.0064,-0.1761,-0.0066,-0.1721,-0.0064
37.83,-0.1911,-0.0073,-0.1501,-0.0049,-0.1911,-0.0073,-0.1501,-0.0049
38.84,-0.1961,-0.0075,-0.1287,-0.0033,-0.1961,-0.0075,-0.1287,-0.0033
39.93,-0.0311,0.0025,-0.1064,-0.0015,-0.0311,0.0025,-0.1064,-0.0015
40.95,-0.0491,0.0025,-0.0867,0.0004,-0.0491,0.0025,-0.0867,0.0004
42.01,-0.0645,0.0024,-0.0691,0.0024,-0.0645,0.0024,-0.0691,0.0024
43.12,-0.0929,0.0022,-0.0874,0.0022,-0.0929,0.0022,-0.0874,0.0022
44.14,-0.1078,0.0021,-0.1051,0.0021,-0.1078,0.0021,-0.1051,0.0021
45.23,-0.1227,0.0020,-0.1218,0.0020,-0.1227,0.0020,-0.1218,0.0020
46.24,-0.1377,0.0019,-0.1377,0.0019,-0.1377,0.0019,-0.1377,0.0019
47.38,-0.1477,0.0018,-0.1716,-0.0030,-0.1477,0.0018,-0.1716,-0.0030
48.42,-0.1727,0.0015,-0.1678,-0.0137,-0.1727,0.0015,-0.1678,-0.0137
52.71,-0.2774,-0.0221,-0.1684,-0.0362,-0.2774,-0.0221,-0.1684,-0.0362
52.82,-0.1037,-0.0515,-0.1432,-0.0537,-0.1037,-0.0515,-0.1432,-0.0537
53.01,-0.1406,-0.1109,-0.1122,-0.0680,-0.1406,-0.1109,-0.1122,-0.0680
53.31,-0.0216,-0.0855,-0.0570,-0.0733,-0.0216,-0.0855,-0.0570,-0.0733
54.31,-0.0178,-0.0698,-0.0358,-0.0711,-0.0178,-0.0698,-0.0358,-0.0711
55.40,-0.0014,-0.0485,-0.0069,-0.0563,-0.0014,-0.0485,-0.0069,-0.0563
57.82,0.0024,-0.0406,-0.0047,-0.0474,0.0024,-0.0406,-0.0047,-0.0474
58.98,0.0041,-0.0370,-0.0044,-0.0380,0.0041,-0.0370,-0.0044,-0.0380
60.01,-0.0107,-0.0412,-0.0077,-0.0308,-0.0107,-0.0412,-0.0077,-0.0308
61.01,-0.0165,-0.0226,-0.0103,-0.0283,-0.0165,-0.0226,-0.0103,-0.0283
62.01,-0.0179,-0.0126,-0.0150,-0.0255,-0.0179,-0.0126,-0.0150,-0.0255
