elapsed_s,x_rel_raw_m,y_rel_raw_m,x_rel_smooth_m,y_rel_smooth_m,x_explored_raw_m,y_explored_raw_m,x_explored_smooth_m,y_explored_smooth_m
20.51,0.0000,0.0000,-0.0085,-0.0011,0.0000,0.0000,-0.0085,-0.0011
22.63,-0.0054,-0.0003,-0.0149,-0.0028,-0.0054,-0.0003,-0.0149,-0.0028
23.72,-0.0201,-0.0029,-0.0214,-0.0054,-0.0201,-0.0029,-0.0214,-0.0054
24.72,-0.0343,-0.0080,-0.0338,-0.0111,-0.0343,-0.0080,-0.0338,-0.0111
25.72,-0.0472,-0.0156,-0.0470,-0.0192,-0.0472,-0.0156,-0.0470,-0.0192
26.83,-0.0621,-0.0288,-0.0587,-0.0294,-0.0621,-0.0288,-0.0587,-0.0294
27.91,-0.0714,-0.0406,0.0506,0.0340,-0.0714,-0.0406,0.0506,0.0340
29.01,-0.0786,-0.0537,0.1620,0.0958,-0.0786,-0.0537,0.1620,0.0958
30.15,0.5124,0.3086,0.2772,0.1553,0.5124,0.3086,0.2772,0.1553
31.22,0.5097,0.2936,0.3643,0.2043,0.5097,0.2936,0.3643,0.2043
32.23,0.5138,0.2685,0.5120,0.2902,0.5138,0.2685,0.5120,0.2902
