metric,value
rows,12
duration_s,13.410000
total_distance_m,0.864783
start_x_m,0.000000
start_y_m,0.000000
end_x_m,0.392700
end_y_m,0.411700
max_segment_speed_mps,1.771310
mean_segment_speed_mps,0.249239
speed_spike_threshold_mps,0.800000
speed_spike_count,2
end_stable_x_m,-0.039900
end_stable_y_m,-0.111900
end_jump_flag,1
end_jump_distance_m,0.531393
end_jump_dt_s,0.300000
