elapsed_s,x_rel_raw_m,y_rel_raw_m,x_rel_smooth_m,y_rel_smooth_m,x_explored_raw_m,y_explored_raw_m,x_explored_smooth_m,y_explored_smooth_m
19.26,0.0000,0.0000,-0.0066,-0.0003,0.0000,0.0000,-0.0066,-0.0003
23.26,-0.0031,-0.0001,-0.0129,-0.0006,-0.0031,-0.0001,-0.0129,-0.0006
24.30,-0.0168,-0.0007,-0.0197,-0.0007,-0.0168,-0.0007,-0.0197,-0.0007
25.37,-0.0317,-0.0014,-0.0311,-0.0009,-0.0317,-0.0014,-0.0311,-0.0009
26.51,-0.0467,-0.0013,-0.0459,-0.0012,-0.0467,-0.0013,-0.0459,-0.0012
27.61,-0.0572,-0.0010,-0.0619,-0.0020,-0.0572,-0.0010,-0.0619,-0.0020
28.66,-0.0773,-0.0013,-0.0790,-0.0044,-0.0773,-0.0013,-0.0790,-0.0044
29.67,-0.0966,-0.0049,0.0193,0.0145,-0.0966,-0.0049,0.0193,0.0145
30.81,-0.1170,-0.0137,0.1268,0.0320,-0.1170,-0.0137,0.1268,0.0320
31.17,0.4444,0.0935,0.2372,0.0468,0.4444,0.0935,0.2372,0.0468
32.19,0.4806,0.0862,0.3511,0.0611,0.4806,0.0862,0.3511,0.0611
33.21,0.4747,0.0725,0.4690,0.0724,0.4747,0.0725,0.4690,0.0724
34.29,0.4729,0.0668,0.4746,0.0602,0.4729,0.0668,0.4746,0.0602
35.39,0.4721,0.0428,0.5429,0.1699,0.4721,0.0428,0.5429,0.1699
36.40,0.4723,0.0327,0.6125,0.2820,0.4723,0.0327,0.6125,0.2820
36.88,0.8222,0.6346,0.6821,0.3958,0.8222,0.6346,0.6821,0.3958
37.96,0.8227,0.6331,0.7511,0.5157,0.8227,0.6331,0.7511,0.5157
39.06,0.8213,0.6359,0.8184,0.6396,0.8213,0.6359,0.8184,0.6396
40.06,0.8170,0.6424,0.8130,0.6452,0.8170,0.6424,0.8130,0.6452
41.06,0.8087,0.6518,0.8024,0.6543,0.8087,0.6518,0.8024,0.6543
42.07,0.7955,0.6630,0.7886,0.6642,0.7955,0.6630,0.7886,0.6642
43.16,0.7693,0.6784,0.7673,0.6748,0.7693,0.6784,0.7673,0.6748
44.17,0.7523,0.6854,0.7124,0.6134,0.7523,0.6854,0.7124,0.6134
45.28,0.7106,0.6957,0.6550,0.5474,0.7106,0.6957,0.6550,0.5474
46.18,0.5341,0.3445,0.5924,0.4719,0.5341,0.3445,0.5924,0.4719
47.27,0.5087,0.3333,0.5713,0.4052,0.5087,0.3333,0.5713,0.4052
48.16,0.4563,0.3005,0.5508,0.3323,0.4563,0.3005,0.5508,0.3323
48.86,0.6470,0.3520,0.5556,0.3228,0.6470,0.3520,0.5556,0.3228
49.87,0.6078,0.3311,0.5711,0.3199,0.6078,0.3311,0.5711,0.3199
50.86,0.5585,0.2970,0.5917,0.3217,0.5585,0.2970,0.5917,0.3217
51.91,0.5857,0.3189,0.5859,0.3200,0.5857,0.3189,0.5859,0.3200
52.96,0.5595,0.3095,0.5790,0.3181,0.5595,0.3095,0.5790,0.3181
53.16,0.6181,0.3435,0.5730,0.3177,0.6181,0.3435,0.5730,0.3177
54.07,0.5729,0.3217,0.5778,0.3234,0.5729,0.3217,0.5778,0.3234
54.56,0.5288,0.2948,0.5778,0.3261,0.5288,0.2948,0.5778,0.3261
55.36,0.6096,0.3476,0.5683,0.3232,0.6096,0.3476,0.5683,0.3232
55.86,0.5593,0.3226,0.5570,0.3189,0.5593,0.3226,0.5570,0.3189
56.96,0.5709,0.3291,0.5672,0.3262,0.5709,0.3291,0.5672,0.3262
57.56,0.5165,0.3005,0.5495,0.3173,0.5165,0.3005,0.5495,0.3173
57.86,0.5794,0.3313,0.5520,0.3188,0.5794,0.3313,0.5520,0.3188
58.56,0.5213,0.3031,0.5398,0.3132,0.5213,0.3031,0.5398,0.3132
59.46,0.5720,0.3301,0.5263,0.3059,0.5720,0.3301,0.5263,0.3059
59.86,0.5099,0.3007,0.5207,0.3043,0.5099,0.3007,0.5207,0.3043
60.66,0.4487,0.2641,0.5137,0.3021,0.4487,0.2641,0.5137,0.3021
61.16,0.5517,0.3236,0.5067,0.2995,0.5517,0.3236,0.5067,0.2995
61.56,0.4861,0.2918,0.5013,0.2977,0.4861,0.2918,0.5013,0.2977
62.16,0.5375,0.3173,0.5178,0.3086,0.5375,0.3173,0.5178,0.3086
62.96,0.4826,0.2915,0.5019,0.3018,0.4826,0.2915,0.5019,0.3018
63.31,0.5311,0.3188,0.5082,0.3059,0.5311,0.3188,0.5082,0.3059
63.86,0.4721,0.2896,0.4974,0.3015,0.4721,0.2896,0.4974,0.3015
64.29,0.5174,0.3120,0.5010,0.3040,0.5174,0.3120,0.5010,0.3040
65.35,0.4835,0.2957,0.4910,0.2991,0.4835,0.2957,0.4910,0.2991
