elapsed_s,area_m2,percent_known,known_cells,total_cells
10.49,4.813,83.33,1925,2310
11.67,4.813,83.33,1925,2310
12.56,4.813,83.33,1925,2310
13.94,4.813,83.33,1925,2310
14.86,4.813,83.33,1925,2310
15.54,4.813,83.33,1925,2310
16.11,4.813,83.33,1925,2310
17.11,4.813,83.33,1925,2310
18.12,4.813,83.33,1925,2310
19.03,4.813,83.33,1925,2310
20.03,4.813,83.33,1925,2310
21.04,4.813,83.33,1925,2310
22.11,4.813,83.33,1925,2310
23.04,4.813,83.33,1925,2310
24.03,4.813,83.33,1925,2310
25.03,4.813,83.33,1925,2310
26.03,4.813,83.33,1925,2310
27.22,4.813,83.33,1925,2310
28.07,4.813,83.33,1925,2310
29.02,4.813,83.33,1925,2310
30.05,5.710,95.41,2284,2394
31.06,5.710,95.41,2284,2394
32.03,5.710,95.41,2284,2394
33.13,5.710,95.41,2284,2394
34.06,5.710,95.41,2284,2394
35.05,5.710,95.41,2284,2394
36.12,5.740,95.91,2296,2394
37.02,5.740,95.91,2296,2394
38.03,5.740,95.91,2296,2394
39.02,5.740,95.91,2296,2394
40.02,5.740,95.91,2296,2394
41.03,5.740,95.91,2296,2394
42.03,5.740,95.91,2296,2394
43.02,5.740,95.91,2296,2394
44.02,5.740,95.91,2296,2394
45.02,7.073,88.68,2829,3190
46.03,7.073,88.68,2829,3190
47.05,7.073,88.68,2829,3190
48.02,7.260,89.41,2904,3248
49.02,7.260,89.41,2904,3248
50.30,7.260,89.41,2890,3248
51.03,7.260,89.41,2890,3248
52.03,7.260,89.41,2890,3248
53.03,7.260,89.41,2890,3248
54.02,7.260,89.41,2891,3248
55.32,7.260,89.41,2891,3248
56.03,7.260,89.41,2891,3248
57.03,7.260,89.41,2891,3248
58.02,7.260,89.41,2891,3248
59.03,7.260,89.41,2891,3248
60.03,7.260,89.41,2891,3248
61.10,7.260,89.41,2891,3248
62.03,7.260,89.41,2892,3248
63.03,7.260,89.41,2892,3248
64.03,7.260,89.41,2892,3248
