elapsed_s,x_rel_m,y_rel_m
17.49,0.0000,0.0000
23.39,-0.0085,-0.0010
24.09,-0.0680,-0.0052
25.11,-0.0983,-0.0064
25.41,-0.1595,-0.0118
25.81,-0.2171,-0.0238
26.49,-0.0495,0.0019
27.62,-0.0106,0.0041
27.80,0.1670,0.0191
28.89,0.1477,0.0149
31.79,0.1189,0.0076
32.80,0.0907,-0.0030
33.79,0.3500,0.0748
34.09,0.6291,0.1631
35.13,0.6024,0.1532
36.39,0.5053,0.1101
36.59,0.8184,0.2205
