elapsed_s,x_m,y_m
5.17,0.0000,0.0000
23.68,-0.1527,0.1555
24.88,-0.3048,-0.0228
26.09,-0.1050,-0.1577
29.62,0.4954,0.0899
66.14,0.7108,0.0797
67.58,0.4914,0.1007
68.78,0.2275,0.0055
72.38,0.0125,0.0368
73.58,-0.2197,0.0779
75.09,-0.1069,-0.1577
77.99,0.1348,-0.2139
80.58,0.3275,-0.1362
87.12,0.4116,0.0517
89.02,0.2570,0.1923
90.19,0.2790,-0.0493
90.38,0.3599,-0.3169
