elapsed_s,x_m,y_m
25.74,0.0000,0.0000
71.24,0.2041,-0.0298
73.74,-0.0917,0.0058
78.46,-0.3103,0.0058
83.97,-0.5084,0.1904
121.88,-0.3236,0.2872
122.54,-0.6066,0.3190
124.24,-0.9021,0.3204
126.86,-0.7271,0.2234
127.94,-0.9301,0.1729
129.54,-1.1621,0.2007
130.14,-1.3546,0.2868
137.44,-1.6053,0.4181
137.84,-1.8142,0.4922
142.85,-1.9971,0.5760
144.04,-1.8037,0.5168
145.85,-1.6381,0.3751
150.35,-1.4884,0.1961
151.56,-1.3180,0.0592
151.66,-1.4816,0.2619
152.54,-1.6476,0.4038
153.14,-1.8237,0.5240
156.85,-1.9984,0.6279
