elapsed_s,x_m,y_m
7.58,0.0000,0.0000
60.07,0.1150,-0.2045
62.17,-0.0279,-0.0435
64.78,0.0045,-0.2480
68.47,-0.0301,-0.0277
74.41,-0.2657,-0.0895
76.57,-0.1184,0.0555
82.88,0.0302,0.2079
96.78,-0.0771,0.3796
101.17,-0.0859,0.7309
101.47,0.5293,0.1310
103.57,0.2961,0.2331
109.10,0.1121,0.3124
115.07,0.0705,0.5135
115.97,0.1517,0.3172
121.57,0.2023,0.5155
124.17,0.1925,0.3122
127.08,0.3786,0.4230
129.47,0.2573,0.2297
135.98,0.4549,0.2611
137.47,0.2464,0.1614
140.27,0.4438,0.2225
145.11,0.2500,0.1512
182.57,0.0590,0.0862
204.87,0.1217,-0.1307
208.17,-0.0471,-0.0152
209.78,-0.1605,0.1778
213.97,-0.0840,-0.0204
216.17,-0.1788,-0.1970
216.97,-0.1980,0.0197
217.97,-0.2115,0.2224
219.27,-0.1935,0.0144
220.77,-0.1673,-0.2549
222.58,-0.1865,-0.0468
231.67,-0.2173,0.1613
234.08,-0.3416,-0.0154
237.67,-0.2017,0.2395
243.07,-0.3263,0.0638
245.76,-0.2409,0.2628
247.57,-0.4476,0.2564
250.27,-0.4208,0.4647
251.69,-0.1413,0.4077
252.87,0.0703,0.3390
262.27,0.1909,0.5009
280.27,0.1712,0.3002
320.27,0.1664,0.5272
323.97,0.3586,0.4470
324.68,0.2184,0.1777
325.72,0.0716,-0.0020
327.77,0.1690,0.1735
