elapsed_s,x_rel_raw_m,y_rel_raw_m,x_rel_smooth_m,y_rel_smooth_m,x_explored_raw_m,y_explored_raw_m,x_explored_smooth_m,y_explored_smooth_m
24.53,0.0000,0.0000,-0.0094,-0.0003,0.0000,0.0000,-0.0094,-0.0003
27.86,-0.0065,-0.0002,-0.0162,-0.0005,-0.0065,-0.0002,-0.0162,-0.0005
28.93,-0.0216,-0.0006,-0.0232,-0.0008,-0.0216,-0.0006,-0.0232,-0.0008
29.93,-0.0366,-0.0012,-0.0375,-0.0015,-0.0366,-0.0012,-0.0375,-0.0015
31.09,-0.0516,-0.0020,-0.0535,-0.0027,-0.0516,-0.0020,-0.0535,-0.0027
32.14,-0.0715,-0.0036,-0.0694,-0.0044,-0.0715,-0.0036,-0.0694,-0.0044
33.23,-0.0863,-0.0059,-0.0476,-0.0017,-0.0863,-0.0059,-0.0476,-0.0017
34.25,-0.1009,-0.0095,0.0609,0.0130,-0.1009,-0.0095,0.0609,0.0130
35.14,0.0725,0.0127,0.1789,0.0309,0.0725,0.0127,0.1789,0.0309
35.43,0.4909,0.0714,0.3014,0.0507,0.4909,0.0714,0.3014,0.0507
36.53,0.5182,0.0860,0.4170,0.0605,0.5182,0.0860,0.4170,0.0605
37.54,0.5263,0.0926,0.4945,0.0629,0.5263,0.0926,0.4945,0.0629
38.43,0.4772,0.0398,0.4813,0.0430,0.4772,0.0398,0.4813,0.0430
39.53,0.4597,0.0249,0.4885,0.0381,0.4597,0.0249,0.4885,0.0381
40.13,0.4252,-0.0285,0.4857,0.0201,0.4252,-0.0285,0.4857,0.0201
40.46,0.5541,0.0618,0.5136,0.0138,0.5541,0.0618,0.5136,0.0138
41.13,0.5125,0.0026,0.5558,0.0133,0.5125,0.0026,0.5558,0.0133
42.13,0.6164,0.0084,0.5993,0.0106,0.6164,0.0084,0.5993,0.0106
42.59,0.6707,0.0220,0.6107,-0.0022,0.6707,0.0220,0.6107,-0.0022
43.30,0.6430,-0.0419,0.6434,-0.0038,0.6430,-0.0419,0.6434,-0.0038
