elapsed_s,x_rel_m,y_rel_m
24.53,0.0000,0.0000
27.86,-0.0065,-0.0002
28.93,-0.0216,-0.0006
29.93,-0.0366,-0.0012
31.09,-0.0516,-0.0020
32.14,-0.0715,-0.0036
33.23,-0.0863,-0.0059
34.25,-0.1009,-0.0095
35.14,0.0725,0.0127
35.43,0.4909,0.0714
36.53,0.5182,0.0860
37.54,0.5263,0.0926
38.43,0.4772,0.0398
39.53,0.4597,0.0249
40.13,0.4252,-0.0285
40.46,0.5541,0.0618
41.13,0.5125,0.0026
42.13,0.6164,0.0084
42.59,0.6707,0.0220
43.30,0.6430,-0.0419
