elapsed_s,x_m,y_m
7.61,0.0000,0.0000
22.93,-0.2053,0.0062
25.70,-0.4058,-0.0281
25.80,-0.6389,-0.0348
27.00,-0.7098,-0.2387
27.80,-0.3372,-0.2665
28.00,0.0063,-0.2004
29.81,-0.0157,0.0585
32.51,-0.0401,0.2596
34.20,-0.0696,0.4609
35.60,-0.0529,0.1518
35.71,-0.0374,-0.1619
36.10,-0.0406,-0.3677
37.80,-0.0559,-0.1083
41.70,-0.0386,0.1296
45.20,-0.1671,0.2949
46.40,-0.3558,0.3984
47.60,-0.5794,0.4193
47.80,-0.7060,0.2066
48.30,-0.7258,0.0003
49.91,-0.6015,-0.1664
51.90,-0.4214,-0.0754
53.40,-0.3332,-0.2735
