elapsed_s,area_m2,percent_known,known_cells,total_cells
3.63,1.463,43.98,585,1330
5.06,1.463,43.98,585,1330
6.99,1.463,43.98,585,1330
8.91,1.463,43.98,585,1330
10.51,1.463,43.98,585,1330
12.99,1.463,43.98,585,1330
14.44,1.463,43.98,585,1330
16.46,1.463,43.98,585,1330
18.13,1.463,43.98,585,1330
20.12,1.463,43.98,585,1330
22.11,1.463,43.98,585,1330
24.11,1.523,45.79,609,1330
26.11,2.263,48.60,905,1862
28.16,2.420,50.65,968,1911
30.15,2.438,50.00,975,1950
32.11,2.438,50.00,975,1950
34.12,2.443,50.10,977,1950
36.11,2.463,50.51,985,1950
38.16,2.648,52.95,1059,2000
40.12,2.648,52.95,1059,2000
42.13,2.653,53.05,1061,2000
44.12,2.653,53.05,1061,2000
46.12,2.653,53.05,1061,2000
48.11,2.695,53.90,1078,2000
50.12,2.795,55.90,1118,2000
52.12,2.865,56.18,1146,2040
