elapsed_s,x_m,y_m
8.27,0.0000,0.0000
172.79,0.1865,0.0879
174.29,-0.0191,0.0586
184.29,-0.1663,-0.0836
187.00,-0.3803,-0.0839
188.29,-0.5028,0.1249
189.32,-0.4573,0.3237
189.89,-0.3431,0.4970
191.50,-0.0161,0.7062
191.69,0.2208,0.5844
193.09,0.3408,0.3952
197.09,0.4418,0.2100
198.29,0.5572,0.0266
200.59,0.2902,0.0241
201.69,0.2714,0.2687
203.19,0.0805,0.4308
203.69,-0.0630,0.8055
203.79,-0.0804,1.0183
204.56,0.1205,1.1347
205.99,0.2820,1.2548
206.12,0.3290,0.9655
206.69,0.4469,0.7880
207.29,0.5219,0.5733
