elapsed_s,x_m,y_m
4.02,0.0000,0.0000
19.90,0.2000,-0.0494
39.40,0.1624,-0.2460
43.50,0.2903,-0.0878
47.60,0.1416,-0.2279
51.30,0.3382,-0.1530
60.30,0.1359,-0.1419
64.30,0.3023,-0.2713
70.00,0.1537,-0.1144
73.70,0.2410,-0.2961
79.00,0.1406,-0.1202
86.50,0.1610,-0.3837
99.90,0.0070,-0.5227
100.50,-0.1675,-0.6558
103.00,-0.3277,-0.7818
104.00,-0.1519,-0.6461
115.50,-0.3789,-0.6702
120.50,-0.1815,-0.7243
123.41,-0.3503,-0.6052
133.04,-0.4862,-0.4449
139.41,-0.3523,-0.6057
148.06,-0.4351,-0.4073
152.30,-0.3670,-0.5984
154.51,-0.3984,-0.4004
161.35,-0.4039,-0.6244
168.00,-0.3248,-0.4237
180.52,-0.1108,-0.4284
185.61,-0.2761,-0.3116
192.40,-0.1280,-0.4518
194.30,0.0034,-0.6072
197.61,-0.0755,-0.4135
200.51,-0.0768,-0.6286
203.81,-0.1096,-0.4266
224.75,0.0901,-0.4562
226.30,-0.1152,-0.4568
231.10,-0.3212,-0.4091
236.66,-0.1647,-0.5445
241.00,-0.3093,-0.3973
243.20,-0.4465,-0.2133
248.80,-0.3893,-0.4050
250.51,-0.4485,-0.1568
255.00,-0.4794,0.0688
265.40,-0.4648,-0.1508
267.40,-0.4406,0.0737
274.51,-0.5232,-0.1116
281.01,-0.3804,0.0332
285.30,-0.5318,-0.1051
306.80,-0.3271,-0.0938
