elapsed_s,goal_x_m,goal_y_m,frontier_x_m,frontier_y_m
5.95,0.2559,0.3379,0.4371,0.5770
6.30,-0.6520,-0.6596,-0.8629,-0.8730
6.83,-0.8418,0.3986,-1.1129,0.5270
10.65,-1.5378,-0.6244,-1.8155,-0.7378
20.04,-1.1649,-0.2587,-1.4617,-0.3024
28.52,-1.2196,0.3418,-1.4117,0.3976
32.62,-1.3866,-0.7326,-1.6617,-0.8524
41.43,-1.1119,-0.1644,-1.4117,-0.1524
49.55,-1.2260,0.3231,-1.4117,0.3976
54.11,-1.5757,-0.7618,-1.8617,-0.8524
63.24,-1.1625,-0.1246,-1.4617,-0.1024
71.62,-1.2216,0.3352,-1.4117,0.3976
99.04,-0.8859,-0.0699,-1.1619,0.0476
101.44,-1.6932,0.2402,-1.8619,0.3476
113.66,-0.5962,-0.2609,-0.8119,-0.0524
122.13,-0.9752,0.1017,-1.1119,0.2476
131.05,-1.5630,0.2301,-1.8119,0.3976
134.12,-0.6171,-0.2805,-0.8119,-0.0524
146.21,-1.6148,0.2274,-1.8619,0.3976
154.74,-0.9564,0.0719,-1.1119,0.1976
166.94,-1.5828,0.1941,-1.8406,0.3476
179.06,-0.6883,0.0257,-0.7906,0.1976
191.65,-1.5670,0.2245,-1.8406,0.3476
198.54,-2.1926,0.8470,-2.3654,0.9476
204.43,-0.6628,0.0684,-0.8154,0.1976
216.85,-2.0445,0.8438,-2.2154,0.9476
229.24,-0.6636,0.0674,-0.8154,0.1976
241.35,-2.0525,0.8316,-2.2154,0.9476
252.98,-1.5861,0.6935,-1.8154,0.8868
265.04,-2.0423,0.8084,-2.2154,0.9086
266.85,-0.5470,0.0668,-0.8154,0.2007
279.65,-2.0401,0.8044,-2.2154,0.9007
292.04,-0.5510,0.0591,-0.8154,0.2007
304.84,-2.0411,0.8027,-2.2154,0.9007
317.54,-0.6645,0.0694,-0.8154,0.2007
