elapsed_s,x_m,y_m
6.23,0.0000,0.0000
48.42,0.2019,0.0418
49.29,0.4058,0.0216
49.99,0.1954,0.0302
50.59,-0.0136,0.0000
57.00,-0.2265,0.0190
57.79,0.0231,0.0248
108.90,0.0650,-0.1995
110.39,-0.1727,-0.3186
112.93,-0.1998,-0.1137
114.36,-0.1536,0.0965
118.39,-0.2972,0.2841
118.63,0.0031,0.4509
120.69,0.2997,0.5110
124.49,0.0551,0.4967
136.00,-0.0806,0.3439
137.33,0.1003,0.4659
138.60,0.3358,0.3773
140.69,0.3451,0.5795
142.79,0.5806,0.5539
143.99,0.5579,0.3397
144.79,0.4739,0.1531
150.10,0.7024,0.1867
152.19,0.5348,0.0530
152.70,0.3460,-0.0142
154.82,0.5899,-0.0322
156.24,0.3325,-0.1920
158.39,0.1322,-0.2213
159.19,0.0095,-0.0562
