elapsed_s,x_rel_raw_m,y_rel_raw_m,x_rel_smooth_m,y_rel_smooth_m,x_explored_raw_m,y_explored_raw_m,x_explored_smooth_m,y_explored_smooth_m
16.37,0.0000,0.0000,-0.0338,-0.0008,0.0000,0.0000,-0.0338,-0.0008
20.67,-0.0147,-0.0003,-0.0464,-0.0010,-0.0147,-0.0003,-0.0464,-0.0010
21.47,-0.0866,-0.0020,-0.0539,-0.0012,-0.0866,-0.0020,-0.0539,-0.0012
22.57,-0.0844,-0.0018,-0.0707,-0.0016,-0.0844,-0.0018,-0.0707,-0.0016
23.58,-0.0838,-0.0018,-0.0846,-0.0019,-0.0838,-0.0018,-0.0846,-0.0019
24.65,-0.0842,-0.0018,-0.0821,-0.0050,-0.0842,-0.0018,-0.0821,-0.0050
25.68,-0.0840,-0.0018,-0.0759,-0.0195,-0.0840,-0.0018,-0.0759,-0.0195
75.57,-0.0739,-0.0180,-0.0680,-0.0397,-0.0739,-0.0180,-0.0680,-0.0397
76.27,-0.0535,-0.0740,-0.0565,-0.0713,-0.0535,-0.0740,-0.0565,-0.0713
77.28,-0.0445,-0.1027,-0.0306,-0.0958,-0.0445,-0.1027,-0.0306,-0.0958
77.47,-0.0266,-0.1600,-0.0172,-0.0934,-0.0266,-0.1600,-0.0172,-0.0934
78.27,0.0454,-0.1245,-0.0079,-0.0797,0.0454,-0.1245,-0.0079,-0.0797
79.27,-0.0070,-0.0057,-0.0004,-0.0606,-0.0070,-0.0057,-0.0004,-0.0606
80.27,-0.0071,-0.0056,0.0048,-0.0329,-0.0071,-0.0056,0.0048,-0.0329
85.47,-0.0067,-0.0071,-0.0029,-0.0148,-0.0067,-0.0071,-0.0029,-0.0148
86.62,-0.0008,-0.0216,-0.0022,-0.0178,-0.0008,-0.0216,-0.0022,-0.0178
87.67,0.0073,-0.0339,0.0004,-0.0232,0.0073,-0.0339,0.0004,-0.0232
88.77,-0.0038,-0.0208,0.0051,-0.0308,-0.0038,-0.0208,0.0051,-0.0308
89.78,0.0060,-0.0329,0.0093,-0.0366,0.0060,-0.0329,0.0093,-0.0366
90.79,0.0166,-0.0451,0.0084,-0.0370,0.0166,-0.0451,0.0084,-0.0370
91.98,0.0206,-0.0504,0.0007,-0.0335,0.0206,-0.0504,0.0007,-0.0335
93.47,0.0028,-0.0360,-0.0193,-0.0217,0.0028,-0.0360,-0.0193,-0.0217
94.12,-0.0426,-0.0034,-0.0251,-0.0173,-0.0426,-0.0034,-0.0251,-0.0173
94.79,-0.0940,0.0262,-0.0353,-0.0129,-0.0940,0.0262,-0.0353,-0.0129
98.07,-0.0124,-0.0229,-0.0445,-0.0104,-0.0124,-0.0229,-0.0445,-0.0104
99.16,-0.0304,-0.0286,-0.0423,-0.0151,-0.0304,-0.0286,-0.0423,-0.0151
100.17,-0.0430,-0.0232,-0.0259,-0.0266,-0.0430,-0.0232,-0.0259,-0.0266
101.22,-0.0314,-0.0271,-0.0417,-0.0364,-0.0314,-0.0271,-0.0417,-0.0364
103.18,-0.0122,-0.0312,-0.0518,-0.0392,-0.0122,-0.0312,-0.0518,-0.0392
103.57,-0.0915,-0.0718,-0.0592,-0.0411,-0.0915,-0.0718,-0.0592,-0.0411
104.57,-0.0810,-0.0426,-0.0687,-0.0392,-0.0810,-0.0426,-0.0687,-0.0392
105.62,-0.0799,-0.0327,-0.0818,-0.0335,-0.0799,-0.0327,-0.0818,-0.0335
106.66,-0.0788,-0.0178,-0.0791,-0.0167,-0.0788,-0.0178,-0.0791,-0.0167
107.66,-0.0778,-0.0028,-0.0683,-0.0157,-0.0778,-0.0028,-0.0683,-0.0157
108.67,-0.0780,0.0122,-0.0115,-0.0647,-0.0780,0.0122,-0.0115,-0.0647
108.93,-0.0269,-0.0374,0.0427,-0.1154,-0.0269,-0.0374,0.0427,-0.1154
109.27,0.2041,-0.2779,0.0939,-0.1702,0.2041,-0.2779,0.0939,-0.1702
110.27,0.1920,-0.2713,0.1431,-0.2301,0.1920,-0.2713,0.1431,-0.2301
111.37,0.1783,-0.2765,0.1784,-0.2815,0.1783,-0.2765,0.1784,-0.2815
112.47,0.1679,-0.2873,0.1720,-0.2824,0.1679,-0.2873,0.1720,-0.2824
113.57,0.1498,-0.2945,0.1654,-0.2861,0.1498,-0.2945,0.1654,-0.2861
