elapsed_s,x_m,y_m
5.53,0.0000,0.0000
27.40,0.2095,-0.0139
29.05,0.0808,-0.1676
30.98,-0.1139,-0.0776
32.86,-0.3407,0.0846
34.85,-0.5024,0.2775
37.25,-0.5027,0.7167
39.07,-0.4467,1.1343
41.35,-0.4787,0.9180
46.05,-0.4847,0.7039
61.86,-0.4724,0.9150
71.05,-0.5121,0.6955
73.35,-0.6366,0.5200
74.95,-0.5186,0.7023
77.55,-0.7328,0.6056
78.35,-0.5692,0.7251
85.35,-0.3704,0.8425
87.65,-0.5636,0.7560
88.85,-0.7687,0.6852
91.28,-0.5734,0.7616
94.48,-0.7675,0.6492
95.85,-0.3018,0.8169
96.20,-0.0429,0.7628
98.85,-0.4940,0.8041
99.67,-0.6915,0.7371
100.25,-0.4563,0.8056
115.56,-0.6607,0.7939
118.36,-0.4526,0.8258
120.76,-0.4423,1.0377
122.55,-0.1003,0.9578
124.05,-0.0692,0.5663
130.15,0.0278,0.7570
131.65,-0.0090,0.5530
135.68,-0.0073,0.3471
138.26,-0.1698,0.2002
139.45,-0.3234,0.0668
144.16,-0.1600,0.2008
146.45,-0.3197,0.0463
193.36,-0.3702,-0.1538
194.85,-0.5434,-0.3066
195.45,-0.7450,-0.3997
196.15,-0.9421,-0.4610
201.55,-0.7100,-0.4501
203.56,-0.9467,-0.4712
204.15,-1.1996,-0.4888
206.25,-1.0200,-0.6063
208.80,-1.2205,-0.5940
209.45,-1.3727,-0.4473
209.86,-1.5217,-0.2555
215.05,-1.4809,-0.4663
218.35,-1.5538,-0.2430
238.45,-1.5695,-0.5032
238.95,-1.6481,-0.3076
242.37,-1.8067,-0.1509
242.95,-1.7199,0.0570
244.56,-1.6945,0.2635
245.45,-1.5648,0.4637
251.32,-1.6482,0.2449
273.26,-1.5350,0.4209
274.46,-1.5056,0.6322
278.89,-1.5387,0.4248
281.47,-1.5701,0.2225
282.46,-1.6170,0.0090
286.36,-1.6666,0.2093
286.85,-1.4473,0.5892
295.29,-1.3258,0.7563
