elapsed_s,goal_x_m,goal_y_m,frontier_x_m,frontier_y_m
9.40,-0.3792,0.5512,-0.5492,0.7983
10.02,-0.5939,-0.6329,-0.7992,-0.8517
10.53,-1.2381,0.7006,-1.4992,0.8483
15.01,-1.3060,-0.1102,-1.6050,-0.1347
17.87,0.3430,-0.8110,0.4450,-1.0931
19.75,-1.1710,-0.9561,-1.3550,-1.1931
20.33,-0.3236,-1.5043,-0.4050,-1.7931
28.65,0.1648,-1.3727,0.2949,-1.6431
29.21,-0.9369,-1.5510,-1.0051,-1.8431
31.05,-1.5056,0.2405,-1.8051,0.2569
33.71,-0.1929,0.8202,-0.0086,1.0569
34.21,-1.3727,-0.7942,-1.5402,-1.0431
37.61,0.3573,-0.7310,0.6098,-0.8931
39.28,-2.0955,0.0508,-2.3902,0.1069
41.23,-0.3464,-1.4963,-0.3902,-1.7931
43.36,-1.6918,0.7819,-1.8902,1.0069
46.56,0.2225,0.8199,0.3098,1.1069
50.06,-0.7713,-1.0101,-1.0402,-1.1431
50.81,0.1441,-1.3930,0.3098,-1.6431
51.17,-1.5963,-1.0333,-1.8902,-1.0931
55.70,-2.1071,0.0078,-2.3902,0.1069
63.71,-0.7779,-0.9976,-1.0402,-1.1431
78.37,-1.6253,-0.9524,-1.8902,-1.0931
81.71,-0.9952,-1.5465,-1.0402,-1.8431
82.69,0.4598,-0.4920,0.7598,-0.4931
83.82,0.0505,-1.5781,0.2598,-1.7931
84.41,-2.1205,-0.0243,-2.3902,0.1069
85.03,-0.3721,1.1183,-0.2902,1.4069
91.69,0.9058,0.1480,1.1853,0.2569
92.19,-0.4581,-1.5080,-0.3647,-1.7931
92.91,-2.2222,0.4303,-2.4647,0.6069
93.40,-1.1678,-1.0667,-1.3647,-1.2931
100.70,0.0377,-1.5673,0.2353,-1.7931
101.26,0.7857,-0.6070,1.0853,-0.5931
101.81,-0.9540,-1.5493,-1.0147,-1.8431
102.41,-1.9235,-0.9708,-2.2147,-1.0431
104.72,-0.3813,1.1144,-0.3147,1.4069
105.15,0.9218,0.2636,1.1853,0.4069
105.64,-2.2267,0.4242,-2.4647,0.6069
110.62,-0.5037,-1.5272,-0.3647,-1.7931
