elapsed_s,area_m2,percent_known,known_cells,total_cells
0.90,3.325,60.34,1330,2204
2.88,3.325,60.34,1330,2204
4.92,3.325,60.34,1330,2204
6.92,3.325,60.34,1330,2204
9.07,3.325,60.34,1330,2204
10.51,3.325,60.34,1330,2204
11.91,3.325,60.34,1330,2204
14.03,3.325,60.34,1330,2204
15.65,3.325,60.34,1330,2204
17.64,3.325,60.34,1330,2204
19.63,3.325,60.34,1330,2204
21.62,3.325,60.34,1330,2204
23.63,3.913,71.01,1565,2204
26.18,4.408,77.94,1763,2262
27.72,4.550,80.46,1820,2262
29.63,4.550,80.46,1809,2262
31.62,6.788,54.52,2715,4980
33.63,6.788,54.52,2715,4980
35.64,6.788,54.52,2715,4980
37.64,6.788,54.52,2715,4980
39.62,6.788,54.52,2715,4980
41.62,6.788,54.52,2715,4980
43.65,6.788,54.52,2715,4980
45.63,6.788,54.52,2715,4980
47.63,6.788,54.52,2715,4980
49.65,6.788,54.52,2715,4980
51.62,6.788,54.52,2715,4980
53.63,6.788,54.52,2715,4980
55.68,6.788,54.52,2715,4980
