elapsed_s,frontier_x_m,frontier_y_m
6.09,-1.4154,-0.7332
6.09,0.0846,-0.8832
6.09,0.4846,-0.8832
6.09,0.4346,-0.4832
6.09,-1.0154,-0.2832
6.09,-1.7154,0.3668
6.09,-0.6654,0.5668
6.09,0.1846,0.8168
8.27,-1.4154,-0.7332
8.27,0.0846,-0.8832
8.27,0.4846,-0.8832
8.27,0.4346,-0.4832
8.27,-1.0154,-0.2832
8.27,-1.7154,0.3668
8.27,-0.6654,0.5668
8.27,0.1846,0.8168
10.84,-1.4154,-0.7332
10.84,0.0846,-0.8832
10.84,0.4846,-0.8832
10.84,0.4346,-0.4832
10.84,-1.0154,-0.2832
10.84,-1.7154,0.3668
10.84,-0.6654,0.5668
10.84,0.1846,0.8168
11.98,-1.4154,-0.7332
11.98,0.0846,-0.8832
11.98,0.4846,-0.8832
11.98,0.4346,-0.4832
11.98,-1.0154,-0.2832
11.98,-1.7154,0.3668
11.98,-0.6654,0.5668
11.98,0.1846,0.8168
13.94,-1.4154,-0.7332
13.94,0.0846,-0.8832
13.94,0.4846,-0.8832
13.94,0.4346,-0.4832
13.94,-1.0154,-0.2832
13.94,-1.7154,0.3668
13.94,-0.6654,0.5668
13.94,0.1846,0.8168
15.80,-1.4154,-0.7332
15.80,0.0846,-0.8832
15.80,0.4846,-0.8832
15.80,0.4346,-0.4832
15.80,-1.0154,-0.2832
15.80,-1.7154,0.3668
15.80,-0.6654,0.5668
15.80,0.1846,0.8168
16.95,-1.4154,-0.7332
16.95,0.0846,-0.8832
16.95,0.4846,-0.8832
16.95,0.4346,-0.4832
16.95,-1.0154,-0.2832
16.95,-1.7154,0.3668
16.95,-0.6654,0.5668
16.95,0.1846,0.8168
17.95,-1.4154,-0.7332
17.95,0.0846,-0.8832
17.95,0.4846,-0.8832
17.95,0.4346,-0.4832
17.95,-1.0154,-0.2832
17.95,-1.7154,0.3668
17.95,-0.6654,0.5668
17.95,0.1846,0.8168
19.38,-1.4154,-0.7332
19.38,0.0846,-0.8832
19.38,0.4846,-0.8832
19.38,0.4346,-0.4832
19.38,-1.0154,-0.2832
19.38,-1.7154,0.3668
19.38,-0.6654,0.5668
19.38,0.1846,0.8168
21.44,-1.4154,-0.7332
21.44,0.0846,-0.8832
21.44,0.4846,-0.8832
21.44,0.4346,-0.4832
21.44,-1.0154,-0.2832
21.44,-1.7154,0.3668
21.44,-0.6654,0.5668
21.44,0.1846,0.8168
23.17,-1.4154,-0.7332
23.17,0.0846,-0.8832
23.17,0.4846,-0.8832
23.17,0.4346,-0.4832
23.17,-1.0154,-0.2832
23.17,-1.7154,0.3668
23.17,-0.6654,0.5668
23.17,0.1846,0.8168
24.36,-1.4154,-0.7332
24.36,0.0846,-0.8832
24.36,0.4846,-0.8832
24.36,0.4346,-0.4832
24.36,-1.0154,-0.2832
24.36,-1.7154,0.3668
24.36,-0.6654,0.5668
24.36,0.1846,0.8168
26.25,-1.4154,-0.7332
26.25,0.0846,-0.8832
26.25,0.4846,-0.8832
26.25,0.4346,-0.4832
26.25,-1.0154,-0.2832
26.25,-1.7154,0.3668
26.25,-0.6654,0.5668
26.25,0.1846,0.8168
28.47,-1.4154,-0.7332
28.47,0.0846,-0.8832
28.47,0.4846,-0.8832
28.47,0.4346,-0.4832
28.47,-1.0154,-0.2832
28.47,-1.7154,0.3668
28.47,-0.6654,0.5668
28.47,0.1846,0.8168
30.74,-1.8658,-0.9832
30.74,0.1342,-0.9832
30.74,0.3342,-0.9832
30.74,-1.7158,0.2668
32.09,-1.8658,-0.9832
32.09,0.1342,-0.9832
32.09,0.3342,-0.9832
32.09,-1.7158,0.2668
34.18,-1.8658,-0.9832
34.18,0.1342,-0.9832
34.18,0.3342,-0.9832
34.18,-1.7158,0.2668
35.58,-1.8658,-0.9832
35.58,0.1342,-0.9832
35.58,0.3342,-0.9832
35.58,-1.6658,0.2668
36.69,-1.8658,-0.9832
38.63,-1.3658,-0.1832
