elapsed_s,x_rel_raw_m,y_rel_raw_m,x_rel_smooth_m,y_rel_smooth_m,x_explored_raw_m,y_explored_raw_m,x_explored_smooth_m,y_explored_smooth_m
18.59,0.0000,0.0000,-0.0076,-0.0011,0.0000,0.0000,-0.0076,-0.0011
23.10,-0.0040,-0.0001,-0.0138,-0.0032,-0.0040,-0.0001,-0.0138,-0.0032
24.20,-0.0189,-0.0031,-0.0204,-0.0072,-0.0189,-0.0031,-0.0204,-0.0072
25.30,-0.0322,-0.0097,-0.0312,-0.0145,-0.0322,-0.0097,-0.0312,-0.0145
26.40,-0.0468,-0.0232,-0.0421,-0.0246,-0.0468,-0.0232,-0.0421,-0.0246
27.40,-0.0541,-0.0362,-0.0505,-0.0370,-0.0541,-0.0362,-0.0505,-0.0370
28.41,-0.0584,-0.0506,-0.0563,-0.0512,-0.0584,-0.0506,-0.0563,-0.0512
29.41,-0.0608,-0.0654,0.0276,0.0343,-0.0608,-0.0654,0.0276,0.0343
30.50,-0.0614,-0.0803,0.1321,0.1444,-0.0614,-0.0803,0.1321,0.1444
31.39,0.3727,0.4042,0.2374,0.2574,0.3727,0.4042,0.2374,0.2574
31.70,0.4684,0.5142,0.3493,0.3738,0.4684,0.5142,0.3493,0.3738
33.10,0.4683,0.5141,0.4743,0.4985,0.4683,0.5141,0.4743,0.4985
34.13,0.4985,0.5167,0.5246,0.5337,0.4985,0.5167,0.5246,0.5337
34.41,0.5637,0.5431,0.5665,0.5554,0.5637,0.5431,0.5665,0.5554
35.10,0.6241,0.5804,0.6077,0.5899,0.6241,0.5804,0.6077,0.5899
35.70,0.6779,0.6229,0.6157,0.6693,0.6779,0.6229,0.6157,0.6693
36.19,0.6744,0.6865,0.6163,0.7541,0.6744,0.6865,0.6163,0.7541
36.41,0.5387,0.9134,0.5725,0.8084,0.5387,0.9134,0.5725,0.8084
37.10,0.5663,0.9671,0.5218,0.8672,0.5663,0.9671,0.5218,0.8672
37.40,0.4051,0.8520,0.4500,0.8828,0.4051,0.8520,0.4500,0.8828
38.46,0.4247,0.9171,0.4006,0.8430,0.4247,0.9171,0.4006,0.8430
38.80,0.3151,0.7642,0.3349,0.7669,0.3151,0.7642,0.3349,0.7669
39.10,0.2917,0.7148,0.2974,0.7073,0.2917,0.7148,0.2974,0.7073
39.42,0.2378,0.5864,0.2655,0.6549,0.2378,0.5864,0.2655,0.6549
40.50,0.2174,0.5543,0.2490,0.6185,0.2174,0.5543,0.2490,0.6185
