elapsed_s,x_rel_raw_m,y_rel_raw_m,x_rel_smooth_m,y_rel_smooth_m,x_explored_raw_m,y_explored_raw_m,x_explored_smooth_m,y_explored_smooth_m
7.25,0.0000,0.0000,-0.0392,-0.0029,0.0000,0.0000,-0.0392,-0.0029
19.05,-0.0312,-0.0012,-0.0686,-0.0074,-0.0312,-0.0012,-0.0686,-0.0074
19.67,-0.0865,-0.0075,-0.0897,-0.0128,-0.0865,-0.0075,-0.0897,-0.0128
20.69,-0.1566,-0.0208,-0.1201,-0.0199,-0.1566,-0.0208,-0.1201,-0.0199
21.75,-0.1742,-0.0343,-0.1401,-0.0281,-0.1742,-0.0343,-0.1401,-0.0281
22.98,-0.1519,-0.0357,-0.1370,-0.0326,-0.1519,-0.0357,-0.1370,-0.0326
23.98,-0.1311,-0.0419,-0.0909,-0.0887,-0.1311,-0.0419,-0.0909,-0.0887
24.15,-0.0713,-0.0303,-0.0504,-0.0884,-0.0713,-0.0303,-0.0504,-0.0884
40.05,0.0738,-0.3014,-0.0143,-0.0877,0.0738,-0.3014,-0.0143,-0.0877
40.25,0.0285,-0.0326,0.0198,-0.0954,0.0285,-0.0326,0.0198,-0.0954
41.35,0.0284,-0.0324,0.0769,-0.1018,0.0284,-0.0324,0.0769,-0.1018
42.47,0.0395,-0.0803,0.0946,-0.0418,0.0395,-0.0803,0.0946,-0.0418
49.95,0.2145,-0.0622,0.1162,-0.0256,0.2145,-0.0622,0.1162,-0.0256
50.15,0.1622,-0.0015,0.1468,-0.0049,0.1622,-0.0015,0.1468,-0.0049
50.58,0.1363,0.0485,0.1578,0.0250,0.1363,0.0485,0.1578,0.0250
51.65,0.1818,0.0710,0.1323,0.0508,0.1818,0.0710,0.1323,0.0508
52.25,0.0944,0.0694,0.1168,0.0645,0.0944,0.0694,0.1168,0.0645
53.35,0.0871,0.0664,0.0212,0.0823,0.0871,0.0664,0.0212,0.0823
54.54,0.0842,0.0674,-0.0932,0.1073,0.0842,0.0674,-0.0932,0.1073
57.95,-0.3417,0.1376,-0.1825,0.1233,-0.3417,0.1376,-0.1825,0.1233
58.25,-0.3900,0.1958,-0.2626,0.1259,-0.3900,0.1958,-0.2626,0.1259
58.55,-0.3521,0.1491,-0.3388,0.1217,-0.3521,0.1491,-0.3388,0.1217
59.55,-0.3136,0.0798,-0.3231,0.0900,-0.3136,0.0798,-0.3231,0.0900
60.66,-0.2966,0.0461,-0.2946,0.0425,-0.2966,0.0461,-0.2946,0.0425
60.95,-0.2633,-0.0206,-0.2636,0.0170,-0.2633,-0.0206,-0.2636,0.0170
62.02,-0.2477,-0.0421,-0.2372,0.0130,-0.2477,-0.0421,-0.2372,0.0130
63.47,-0.1967,0.0219,-0.2251,-0.0092,-0.1967,0.0219,-0.2251,-0.0092
64.55,-0.1815,0.0599,-0.2257,-0.0268,-0.1815,0.0599,-0.2257,-0.0268
65.15,-0.2363,-0.0651,-0.2417,-0.0578,-0.2363,-0.0651,-0.2417,-0.0578
65.38,-0.2664,-0.1086,-0.2730,-0.1102,-0.2664,-0.1086,-0.2730,-0.1102
65.96,-0.3273,-0.1969,-0.2945,-0.1198,-0.3273,-0.1969,-0.2945,-0.1198
66.51,-0.3536,-0.2404,-0.2963,-0.1141,-0.3536,-0.2404,-0.2963,-0.1141
66.87,-0.2887,0.0121,-0.3308,-0.0514,-0.2887,0.0121,-0.3308,-0.0514
67.27,-0.2456,-0.0369,-0.3801,0.0595,-0.2456,-0.0369,-0.3801,0.0595
68.25,-0.4386,0.2053,-0.4443,0.1967,-0.4386,0.2053,-0.4443,0.1967
68.75,-0.5740,0.3573,-0.5184,0.2798,-0.5740,0.3573,-0.5184,0.2798
69.17,-0.6743,0.4456,-0.5967,0.3688,-0.6743,0.4456,-0.5967,0.3688
70.23,-0.6596,0.4275,-0.6937,0.3703,-0.6596,0.4275,-0.6937,0.3703
71.27,-0.6371,0.4084,-0.7393,0.3424,-0.6371,0.4084,-0.7393,0.3424
79.35,-0.9235,0.2126,-0.7409,0.3011,-0.9235,0.2126,-0.7409,0.3011
80.45,-0.8019,0.2180,-0.7224,0.2681,-0.8019,0.2180,-0.7224,0.2681
80.56,-0.6825,0.2390,-0.6972,0.2403,-0.6825,0.2390,-0.6972,0.2403
81.08,-0.5672,0.2627,-0.6047,0.2536,-0.5672,0.2627,-0.6047,0.2536
81.25,-0.5111,0.2693,-0.5264,0.2685,-0.5111,0.2693,-0.5264,0.2685
81.56,-0.4607,0.2789,-0.4697,0.2717,-0.4607,0.2789,-0.4697,0.2717
81.95,-0.4105,0.2929,-0.3931,0.3007,-0.4105,0.2929,-0.3931,0.3007
83.00,-0.3992,0.2548,-0.3185,0.3217,-0.3992,0.2548,-0.3185,0.3217
83.57,-0.1839,0.4074,-0.2449,0.3480,-0.1839,0.4074,-0.2449,0.3480
84.67,-0.1383,0.3744,-0.1717,0.3787,-0.1383,0.3744,-0.1717,0.3787
84.87,-0.0927,0.4105,-0.0936,0.4195,-0.0927,0.4105,-0.0936,0.4195
84.95,-0.0447,0.4465,-0.0482,0.4502,-0.0447,0.4465,-0.0482,0.4502
85.95,-0.0083,0.4587,-0.0064,0.4741,-0.0083,0.4587,-0.0064,0.4741
86.88,0.0431,0.5607,0.0369,0.5007,0.0431,0.5607,0.0369,0.5007
87.35,0.0707,0.4942,0.0569,0.5556,0.0707,0.4942,0.0569,0.5556
88.35,0.1238,0.5432,0.0811,0.5991,0.1238,0.5432,0.0811,0.5991
89.15,0.0553,0.7214,0.1002,0.6259,0.0553,0.7214,0.1002,0.6259
89.97,0.1125,0.6758,0.1106,0.6725,0.1125,0.6758,0.1106,0.6725
91.05,0.1385,0.6950,0.0917,0.7197,0.1385,0.6950,0.0917,0.7197
92.08,0.1230,0.7269,0.0787,0.7390,0.1230,0.7269,0.0787,0.7390
92.25,0.0289,0.7794,0.0593,0.7660,0.0289,0.7794,0.0593,0.7660
93.25,-0.0095,0.8177,0.0497,0.7806,-0.0095,0.8177,0.0497,0.7806
94.36,0.0158,0.8109,0.0240,0.7996,0.0158,0.8109,0.0240,0.7996
95.25,0.0903,0.7679,0.0164,0.8088,0.0903,0.7679,0.0164,0.8088
95.95,-0.0054,0.8223,0.0461,0.7882,-0.0054,0.8223,0.0461,0.7882
96.98,-0.0093,0.8251,0.0589,0.7789,-0.0093,0.8251,0.0589,0.7789
99.85,0.1391,0.7147,0.0444,0.7897,0.1391,0.7147,0.0444,0.7897
100.25,0.0798,0.7648,0.0599,0.7862,0.0798,0.7648,0.0599,0.7862
100.55,0.0177,0.8215,0.0812,0.7806,0.0177,0.8215,0.0812,0.7806
101.55,0.0724,0.8048,0.0781,0.7954,0.0724,0.8048,0.0781,0.7954
102.56,0.0969,0.7971,0.0663,0.8067,0.0969,0.7971,0.0663,0.8067
103.58,0.1239,0.7887,0.0558,0.8105,0.1239,0.7887,0.0558,0.8105
104.25,0.0208,0.8214,0.0440,0.8134,0.0208,0.8214,0.0440,0.8134
104.75,-0.0348,0.8403,0.0347,0.8147,-0.0348,0.8403,0.0347,0.8147
105.48,0.0132,0.8196,0.0080,0.8224,0.0132,0.8196,0.0080,0.8224
106.56,0.0504,0.8035,0.0068,0.8215,0.0504,0.8035,0.0068,0.8215
106.95,-0.0097,0.8274,0.0170,0.8181,-0.0097,0.8274,0.0170,0.8181
107.95,0.0148,0.8168,0.0288,0.8139,0.0148,0.8168,0.0288,0.8139
108.95,0.0163,0.8230,0.0222,0.8182,0.0163,0.8230,0.0222,0.8182
