elapsed_s,x_rel_m,y_rel_m,x_explored_m,y_explored_m
7.25,0.0000,0.0000,0.0000,0.0000
19.05,-0.0312,-0.0012,-0.0312,-0.0012
19.67,-0.0865,-0.0075,-0.0865,-0.0075
20.69,-0.1566,-0.0208,-0.1566,-0.0208
21.75,-0.1742,-0.0343,-0.1742,-0.0343
22.98,-0.1519,-0.0357,-0.1519,-0.0357
23.98,-0.1311,-0.0419,-0.1311,-0.0419
24.15,-0.0713,-0.0303,-0.0713,-0.0303
40.05,0.0738,-0.3014,0.0738,-0.3014
40.25,0.0285,-0.0326,0.0285,-0.0326
41.35,0.0284,-0.0324,0.0284,-0.0324
42.47,0.0395,-0.0803,0.0395,-0.0803
49.95,0.2145,-0.0622,0.2145,-0.0622
50.15,0.1622,-0.0015,0.1622,-0.0015
50.58,0.1363,0.0485,0.1363,0.0485
51.65,0.1818,0.0710,0.1818,0.0710
52.25,0.0944,0.0694,0.0944,0.0694
53.35,0.0871,0.0664,0.0871,0.0664
54.54,0.0842,0.0674,0.0842,0.0674
57.95,-0.3417,0.1376,-0.3417,0.1376
58.25,-0.3900,0.1958,-0.3900,0.1958
58.55,-0.3521,0.1491,-0.3521,0.1491
59.55,-0.3136,0.0798,-0.3136,0.0798
60.66,-0.2966,0.0461,-0.2966,0.0461
60.95,-0.2633,-0.0206,-0.2633,-0.0206
62.02,-0.2477,-0.0421,-0.2477,-0.0421
63.47,-0.1967,0.0219,-0.1967,0.0219
64.55,-0.1815,0.0599,-0.1815,0.0599
65.15,-0.2363,-0.0651,-0.2363,-0.0651
65.38,-0.2664,-0.1086,-0.2664,-0.1086
65.96,-0.3273,-0.1969,-0.3273,-0.1969
66.51,-0.3536,-0.2404,-0.3536,-0.2404
66.87,-0.2887,0.0121,-0.2887,0.0121
67.27,-0.2456,-0.0369,-0.2456,-0.0369
68.25,-0.4386,0.2053,-0.4386,0.2053
68.75,-0.5740,0.3573,-0.5740,0.3573
69.17,-0.6743,0.4456,-0.6743,0.4456
70.23,-0.6596,0.4275,-0.6596,0.4275
71.27,-0.6371,0.4084,-0.6371,0.4084
79.35,-0.9235,0.2126,-0.9235,0.2126
80.45,-0.8019,0.2180,-0.8019,0.2180
80.56,-0.6825,0.2390,-0.6825,0.2390
81.08,-0.5672,0.2627,-0.5672,0.2627
81.25,-0.5111,0.2693,-0.5111,0.2693
81.56,-0.4607,0.2789,-0.4607,0.2789
81.95,-0.4105,0.2929,-0.4105,0.2929
83.00,-0.3992,0.2548,-0.3992,0.2548
83.57,-0.1839,0.4074,-0.1839,0.4074
84.67,-0.1383,0.3744,-0.1383,0.3744
84.87,-0.0927,0.4105,-0.0927,0.4105
84.95,-0.0447,0.4465,-0.0447,0.4465
85.95,-0.0083,0.4587,-0.0083,0.4587
86.88,0.0431,0.5607,0.0431,0.5607
87.35,0.0707,0.4942,0.0707,0.4942
88.35,0.1238,0.5432,0.1238,0.5432
89.15,0.0553,0.7214,0.0553,0.7214
89.97,0.1125,0.6758,0.1125,0.6758
91.05,0.1385,0.6950,0.1385,0.6950
92.08,0.1230,0.7269,0.1230,0.7269
92.25,0.0289,0.7794,0.0289,0.7794
93.25,-0.0095,0.8177,-0.0095,0.8177
94.36,0.0158,0.8109,0.0158,0.8109
95.25,0.0903,0.7679,0.0903,0.7679
95.95,-0.0054,0.8223,-0.0054,0.8223
96.98,-0.0093,0.8251,-0.0093,0.8251
99.85,0.1391,0.7147,0.1391,0.7147
100.25,0.0798,0.7648,0.0798,0.7648
100.55,0.0177,0.8215,0.0177,0.8215
101.55,0.0724,0.8048,0.0724,0.8048
102.56,0.0969,0.7971,0.0969,0.7971
103.58,0.1239,0.7887,0.1239,0.7887
104.25,0.0208,0.8214,0.0208,0.8214
104.75,-0.0348,0.8403,-0.0348,0.8403
105.48,0.0132,0.8196,0.0132,0.8196
106.56,0.0504,0.8035,0.0504,0.8035
106.95,-0.0097,0.8274,-0.0097,0.8274
107.95,0.0148,0.8168,0.0148,0.8168
108.95,0.0163,0.8230,0.0163,0.8230
109.95,0.0721,0.7990,0.0721,0.7990
110.55,0.0175,0.8247,0.0175,0.8247
111.60,0.0529,0.8082,0.0529,0.8082
112.67,0.1054,0.7826,0.1054,0.7826
117.85,-0.0137,0.8398,-0.0137,0.8398
118.56,0.0742,0.8021,0.0742,0.8021
119.55,0.1218,0.7817,0.1218,0.7817
120.56,0.0193,0.8239,0.0193,0.8239
121.56,0.0419,0.8141,0.0419,0.8141
122.26,-0.0173,0.8419,-0.0173,0.8419
123.27,0.0468,0.8142,0.0468,0.8142
124.35,0.0185,0.8276,0.0185,0.8276
125.35,0.0497,0.8135,0.0497,0.8135
126.15,-0.0248,0.8428,-0.0248,0.8428
127.25,-0.0065,0.8349,-0.0065,0.8349
128.35,0.0073,0.8290,0.0073,0.8290
129.45,0.0210,0.8230,0.0210,0.8230
130.55,0.0394,0.8152,0.0394,0.8152
131.57,0.0532,0.8093,0.0532,0.8093
132.67,0.0624,0.8054,0.0624,0.8054
133.70,0.0716,0.8015,0.0716,0.8015
134.84,0.0463,0.8118,0.0463,0.8118
134.95,-0.0117,0.8357,-0.0117,0.8357
135.05,-0.0955,0.8702,-0.0955,0.8702
136.18,-0.0949,0.8699,-0.0949,0.8699
137.22,-0.0952,0.8700,-0.0952,0.8700
138.55,-0.0955,0.8701,-0.0955,0.8701
139.65,-0.0951,0.8700,-0.0951,0.8700
157.35,-0.0604,0.8310,-0.0604,0.8310
158.45,-0.0349,0.8154,-0.0349,0.8154
159.46,-0.0207,0.8105,-0.0207,0.8105
