elapsed_s,x_rel_raw_m,y_rel_raw_m,x_rel_smooth_m,y_rel_smooth_m,x_explored_raw_m,y_explored_raw_m,x_explored_smooth_m,y_explored_smooth_m
8.75,0.0000,0.0000,-0.0077,-0.0002,0.0000,0.0000,-0.0077,-0.0002
13.65,-0.0037,-0.0001,-0.0166,-0.0022,-0.0037,-0.0001,-0.0166,-0.0022
14.68,-0.0192,-0.0004,-0.0248,-0.0054,-0.0192,-0.0004,-0.0248,-0.0054
15.75,-0.0435,-0.0083,-0.0405,-0.0133,-0.0435,-0.0083,-0.0405,-0.0133
16.85,-0.0578,-0.0184,-0.0594,-0.0266,-0.0578,-0.0184,-0.0594,-0.0266
17.96,-0.0781,-0.0391,-0.0827,-0.0526,-0.0781,-0.0391,-0.0827,-0.0526
19.05,-0.0984,-0.0669,-0.0098,-0.0148,-0.0984,-0.0669,-0.0098,-0.0148
19.46,-0.1355,-0.1303,0.0630,0.0130,-0.1355,-0.1303,0.0630,0.0130
19.75,0.3210,0.1805,0.1551,0.0749,0.3210,0.1805,0.1551,0.0749
20.47,0.3061,0.1206,0.2616,0.1627,0.3061,0.1206,0.2616,0.1627
20.76,0.3824,0.2707,0.3711,0.2503,0.3824,0.2707,0.3711,0.2503
21.56,0.4339,0.3720,0.3836,0.2678,0.4339,0.3720,0.3836,0.2678
22.15,0.4122,0.3078,0.4095,0.3169,0.4122,0.3078,0.4095,0.3169
