elapsed_s,x_rel_m,y_rel_m
17.79,0.0000,0.0000
23.82,-0.0092,-0.0217
24.41,-0.0557,-0.0674
25.20,-0.1008,-0.1079
26.00,-0.1473,-0.1519
26.59,-0.0676,-0.0790
27.50,0.0178,-0.0027
27.76,0.1423,0.1273
28.39,0.1763,0.1672
28.59,0.2646,0.2764
28.79,0.3517,0.3850
29.40,0.3833,0.4300
