elapsed_s,x_m,y_m
10.44,0.0000,0.0000
47.34,0.2016,0.0298
48.92,0.4015,0.0022
49.82,0.1989,-0.0209
50.53,-0.0129,-0.0047
52.52,-0.0807,-0.2114
53.82,-0.3694,-0.1061
56.12,-0.2752,0.1499
56.32,-0.0416,0.3210
58.02,-0.2652,0.1851
59.32,-0.1143,0.3370
60.62,-0.2788,0.1641
61.72,-0.1361,0.3224
63.92,-0.3598,0.3364
64.32,-0.1162,0.3705
66.64,-0.3180,0.3340
71.02,-0.1059,0.3924
73.23,-0.3557,0.4109
74.43,-0.0616,0.4520
81.24,-0.2791,0.4625
85.46,0.3491,0.2383
86.22,0.1115,0.3328
90.67,-0.0858,0.3933
91.72,-0.3834,0.4840
93.52,0.1804,0.3041
93.72,0.4944,0.1830
93.82,0.7737,0.1142
94.12,0.5147,0.1943
94.94,0.2735,0.2692
96.71,0.0241,0.3501
101.82,-0.1862,0.4048
103.72,0.0225,0.3455
107.12,0.2099,0.2734
108.53,0.0280,0.3800
111.32,0.1855,0.2547
112.22,-0.0161,0.3623
115.94,-0.1799,0.4997
117.02,-0.3092,0.6726
