elapsed_s,x_rel_raw_m,y_rel_raw_m,x_rel_smooth_m,y_rel_smooth_m,x_explored_raw_m,y_explored_raw_m,x_explored_smooth_m,y_explored_smooth_m
16.38,0.0000,0.0000,-0.0082,-0.0009,0.0000,0.0000,-0.0082,-0.0009
19.78,-0.0049,-0.0002,-0.0146,-0.0025,-0.0049,-0.0002,-0.0146,-0.0025
20.78,-0.0197,-0.0025,-0.0202,-0.0045,-0.0197,-0.0025,-0.0202,-0.0045
21.80,-0.0339,-0.0074,-0.0319,-0.0095,-0.0339,-0.0074,-0.0319,-0.0095
22.82,-0.0427,-0.0122,-0.0444,-0.0167,-0.0427,-0.0122,-0.0444,-0.0167
23.90,-0.0580,-0.0250,-0.0555,-0.0261,-0.0580,-0.0250,-0.0555,-0.0261
24.98,-0.0676,-0.0364,-0.0662,-0.0421,-0.0676,-0.0364,-0.0662,-0.0421
25.99,-0.0751,-0.0495,0.0350,0.0153,-0.0751,-0.0495,0.0350,0.0153
27.08,-0.0878,-0.0876,0.0582,0.0253,-0.0878,-0.0876,0.0582,0.0253
27.89,0.4633,0.2749,0.1002,0.0459,0.4633,0.2749,0.1002,0.0459
