elapsed_s,x_rel_raw_m,y_rel_raw_m,x_rel_smooth_m,y_rel_smooth_m,x_explored_raw_m,y_explored_raw_m,x_explored_smooth_m,y_explored_smooth_m
18.25,0.0000,0.0000,-0.0258,-0.0005,0.0000,0.0000,-0.0258,-0.0005
23.45,-0.0061,-0.0001,-0.0523,-0.0011,-0.0061,-0.0001,-0.0523,-0.0011
24.05,-0.0714,-0.0015,-0.0796,-0.0017,-0.0714,-0.0015,-0.0796,-0.0017
24.75,-0.1317,-0.0028,-0.1288,-0.0027,-0.1317,-0.0028,-0.1288,-0.0027
25.26,-0.1887,-0.0040,-0.1882,-0.0041,-0.1887,-0.0040,-0.1882,-0.0041
25.85,-0.2462,-0.0051,-0.2071,-0.0057,-0.2462,-0.0051,-0.2071,-0.0057
26.48,-0.3028,-0.0070,-0.1749,-0.0074,-0.3028,-0.0070,-0.1749,-0.0074
27.05,-0.1662,-0.0094,-0.1415,-0.0118,-0.1662,-0.0094,-0.1415,-0.0118
27.26,0.0294,-0.0113,-0.0862,-0.0153,0.0294,-0.0113,-0.0862,-0.0153
27.99,-0.0218,-0.0263,-0.0293,-0.0216,-0.0218,-0.0263,-0.0293,-0.0216
28.25,0.0306,-0.0224,-0.0043,-0.0325,0.0306,-0.0224,-0.0043,-0.0325
28.92,-0.0186,-0.0388,-0.0187,-0.0530,-0.0186,-0.0388,-0.0187,-0.0530
29.95,-0.0412,-0.0637,-0.0255,-0.0814,-0.0412,-0.0637,-0.0255,-0.0814
30.65,-0.0425,-0.1140,-0.0439,-0.1231,-0.0425,-0.1140,-0.0439,-0.1231
31.25,-0.0558,-0.1684,-0.0521,-0.1745,-0.0558,-0.1684,-0.0521,-0.1745
31.86,-0.0615,-0.2307,-0.0276,-0.1808,-0.0615,-0.2307,-0.0276,-0.1808
32.55,-0.0598,-0.2961,0.0012,-0.1892,-0.0598,-0.2961,0.0012,-0.1892
32.76,0.0814,-0.0951,0.0347,-0.1717,0.0814,-0.0951,0.0347,-0.1717
33.25,0.1018,-0.1557,0.0690,-0.1127,0.1018,-0.1557,0.0690,-0.1127
33.66,0.1116,-0.0807,0.1096,-0.0519,0.1116,-0.0807,0.1096,-0.0519
33.85,0.1101,0.0643,0.1201,-0.0148,0.1101,0.0643,0.1201,-0.0148
34.48,0.1431,0.0076,0.1207,0.0608,0.1431,0.0076,0.1207,0.0608
34.96,0.1340,0.0905,0.1273,0.1137,0.1340,0.0905,0.1273,0.1137
35.15,0.1047,0.2221,0.1110,0.1843,0.1047,0.2221,0.1110,0.1843
35.72,0.1448,0.1841,0.0979,0.2573,0.1448,0.1841,0.0979,0.2573
35.96,0.0286,0.4169,0.0777,0.3274,0.0286,0.4169,0.0777,0.3274
36.46,0.0773,0.3728,0.0465,0.3944,0.0773,0.3728,0.0465,0.3944
37.15,0.0329,0.4409,-0.0072,0.4840,0.0329,0.4409,-0.0072,0.4840
37.37,-0.0512,0.5570,-0.0452,0.5353,-0.0512,0.5570,-0.0452,0.5353
38.25,-0.1237,0.6323,-0.0928,0.5957,-0.1237,0.6323,-0.0928,0.5957
38.46,-0.1616,0.6734,-0.1316,0.6422,-0.1616,0.6734,-0.1316,0.6422
39.46,-0.1607,0.6747,-0.1536,0.6655,-0.1607,0.6747,-0.1536,0.6655
40.55,-0.1610,0.6736,-0.1611,0.6739,-0.1610,0.6736,-0.1611,0.6739
41.56,-0.1611,0.6737,-0.1610,0.6739,-0.1611,0.6737,-0.1610,0.6739
43.45,-0.1612,0.6739,-0.1640,0.6747,-0.1612,0.6739,-0.1640,0.6747
44.75,-0.1612,0.6738,-0.1668,0.6757,-0.1612,0.6738,-0.1668,0.6757
45.75,-0.1757,0.6786,-0.1683,0.6762,-0.1757,0.6786,-0.1683,0.6762
46.85,-0.1751,0.6786,-0.1707,0.6770,-0.1751,0.6786,-0.1707,0.6770
