elapsed_s,x_m,y_m
8.80,0.0000,0.0000
30.35,-0.2161,0.0130
36.26,-0.1598,-0.1819
36.75,-0.1685,0.0940
40.75,-0.3484,-0.0655
44.65,-0.4703,0.2816
46.76,-0.2695,0.3429
47.95,-0.0609,0.3982
48.85,-0.1455,0.5838
50.95,-0.1201,0.3818
52.15,-0.1440,0.1681
53.75,0.0407,0.0815
56.05,-0.1430,0.1945
56.45,-0.3799,0.4616
58.95,-0.5535,0.3546
60.15,-0.7445,0.4530
60.65,-0.5885,0.6793
61.54,-0.4028,0.5986
62.55,-0.2875,0.4119
65.15,-0.1103,0.5162
69.45,-0.3151,0.5491
70.65,-0.4961,0.4325
71.85,-0.6633,0.2974
72.75,-0.8032,0.1308
73.85,-0.6912,0.3063
74.35,-0.5813,0.4765
74.65,-0.4513,0.7018
