elapsed_s,x_m,y_m
22.04,0.0000,0.0000
66.10,0.2004,0.0191
67.32,0.4126,0.0549
68.31,0.1958,0.0566
69.20,-0.0363,0.0223
70.81,-0.0820,0.2293
71.30,-0.3438,0.1515
72.40,-0.4986,-0.0122
73.50,-0.4958,-0.2880
74.10,-0.4492,-0.4840
