elapsed_s,area_m2,percent_known,known_cells,total_cells
3.27,4.085,74.14,1634,2204
5.77,4.085,74.14,1634,2204
8.52,4.085,74.14,1634,2204
11.59,4.085,74.14,1634,2204
13.29,4.085,74.14,1634,2204
15.25,4.085,74.14,1634,2204
16.92,4.085,74.14,1634,2204
18.62,4.085,74.14,1634,2204
20.49,4.085,74.14,1634,2204
22.26,4.085,74.14,1634,2204
24.24,4.085,74.14,1634,2204
26.24,4.085,74.14,1634,2204
28.24,4.085,74.14,1634,2204
30.25,4.085,74.14,1634,2204
32.26,4.085,74.14,1634,2204
34.23,4.085,74.14,1634,2204
36.23,4.085,74.14,1634,2204
38.24,4.085,74.14,1634,2204
40.26,4.085,74.14,1634,2204
42.24,4.085,74.14,1634,2204
44.24,4.085,74.14,1634,2204
46.23,4.085,74.14,1634,2204
48.23,4.085,74.14,1634,2204
50.24,4.085,74.14,1634,2204
52.23,4.085,74.14,1634,2204
54.23,4.085,74.14,1634,2204
56.26,4.085,74.14,1634,2204
58.25,4.085,74.14,1634,2204
60.24,4.085,74.14,1634,2204
62.23,4.085,74.14,1634,2204
64.23,4.085,74.14,1634,2204
66.24,4.500,81.67,1800,2204
68.24,4.585,83.21,1834,2204
70.24,4.695,85.21,1878,2204
72.23,5.143,89.40,2057,2301
74.24,5.158,89.66,2063,2301
