elapsed_s,x_m,y_m
5.94,0.0000,0.0000
27.01,-0.1140,-0.2268
27.91,-0.2671,-0.3672
36.81,-0.1813,-0.1831
38.01,-0.2447,0.0230
40.52,0.0105,-0.1222
41.52,0.0075,-0.3714
43.61,-0.0450,-0.1705
44.73,0.0263,-0.4208
46.92,0.1593,-0.2418
48.02,0.0781,-0.4372
51.61,-0.1469,-0.6854
52.61,-0.0096,-0.5266
80.32,0.0953,-0.2829
84.62,0.0276,-0.4847
94.81,0.0859,-0.2806
96.23,0.0140,-0.4904
97.95,-0.0735,-0.6756
98.81,0.0280,-0.4954
102.31,0.0584,-0.0989
103.74,-0.0030,0.0933
196.91,0.0742,-0.0943
199.41,-0.0032,0.1096
209.93,0.1718,0.2078
211.11,-0.0622,0.2038
212.12,-0.2523,0.2750
215.71,-0.0834,0.1675
218.51,0.1038,0.0902
234.01,-0.1298,0.3091
235.01,-0.2824,0.4697
236.21,-0.0919,0.3148
238.33,-0.2210,0.4830
246.51,-0.0191,0.2538
247.52,0.0620,0.0300
249.11,-0.0263,0.2502
249.31,-0.1414,0.5007
252.31,-0.0600,0.2430
253.32,-0.1051,0.4448
256.51,-0.1064,0.1844
257.91,-0.0671,0.4739
263.31,-0.0671,0.2570
266.91,0.0113,0.0585
268.21,-0.0717,-0.1269
268.91,-0.2517,-0.2875
269.79,-0.4345,-0.3772
301.61,-0.6413,-0.3736
309.91,-0.8239,-0.4779
311.92,-0.8264,-0.2561
313.72,-1.0044,-0.3613
314.64,-1.1956,-0.4577
318.01,-0.9819,-0.3373
325.95,-1.2116,-0.4097
327.02,-1.0443,-0.2796
328.72,-1.2370,-0.1647
330.62,-1.0545,-0.0524
332.12,-0.8458,0.0185
340.23,-0.7024,-0.1287
361.31,-0.6363,-0.3255
369.12,-0.6922,-0.1196
371.06,-0.5568,-0.3495
371.51,-0.5462,-0.5585
375.41,-0.5767,-0.7622
