elapsed_s,x_rel_raw_m,y_rel_raw_m,x_rel_smooth_m,y_rel_smooth_m,x_explored_raw_m,y_explored_raw_m,x_explored_smooth_m,y_explored_smooth_m
14.22,0.0000,0.0000,-0.0063,-0.0004,0.0000,0.0000,-0.0063,-0.0004
17.82,-0.0020,-0.0001,-0.0115,-0.0005,-0.0020,-0.0001,-0.0115,-0.0005
18.82,-0.0169,-0.0011,-0.0185,-0.0005,-0.0169,-0.0011,-0.0185,-0.0005
19.86,-0.0269,-0.0007,-0.0308,-0.0012,-0.0269,-0.0007,-0.0308,-0.0012
20.92,-0.0468,-0.0007,-0.0455,-0.0030,-0.0468,-0.0007,-0.0455,-0.0030
22.02,-0.0615,-0.0036,-0.0605,-0.0065,-0.0615,-0.0036,-0.0605,-0.0065
23.02,-0.0756,-0.0089,-0.0758,-0.0119,-0.0756,-0.0089,-0.0758,-0.0119
24.12,-0.0917,-0.0184,0.0050,0.0017,-0.0917,-0.0184,0.0050,0.0017
25.13,-0.1034,-0.0279,0.0864,0.0135,-0.1034,-0.0279,0.0864,0.0135
25.52,0.3572,0.0672,0.1678,0.0224,0.3572,0.0672,0.1678,0.0224
26.55,0.3453,0.0555,0.2513,0.0306,0.3453,0.0555,0.2513,0.0306
27.64,0.3317,0.0358,0.3363,0.0377,0.3317,0.0358,0.3363,0.0377
28.72,0.3256,0.0222,0.3289,0.0228,0.3256,0.0222,0.3289,0.0228
29.72,0.3216,0.0077,0.4033,0.1062,0.3216,0.0077,0.4033,0.1062
30.73,0.3202,-0.0071,0.4900,0.2014,0.3202,-0.0071,0.4900,0.2014
31.22,0.7173,0.4725,0.5798,0.2930,0.7173,0.4725,0.5798,0.2930
31.73,0.7653,0.5116,0.6639,0.4745,0.7653,0.5116,0.6639,0.4745
32.73,0.7743,0.4802,0.7474,0.6602,0.7743,0.4802,0.7474,0.6602
33.52,0.7422,0.9151,0.7495,0.7531,0.7422,0.9151,0.7495,0.7531
34.57,0.7379,0.9217,0.7414,0.8390,0.7379,0.9217,0.7414,0.8390
35.62,0.7278,0.9367,0.7303,0.9330,0.7278,0.9367,0.7303,0.9330
36.72,0.7248,0.9414,0.7250,0.9407,0.7248,0.9414,0.7250,0.9407
37.82,0.7188,0.9503,0.7197,0.9480,0.7188,0.9503,0.7197,0.9480
39.62,0.7159,0.9532,0.7157,0.9540,0.7159,0.9532,0.7157,0.9540
40.64,0.7116,0.9581,0.7086,0.9603,0.7116,0.9581,0.7086,0.9603
41.73,0.7073,0.9667,0.6999,0.9653,0.7073,0.9667,0.6999,0.9653
42.82,0.6895,0.9729,0.6848,0.9743,0.6895,0.9729,0.6848,0.9743
43.82,0.6755,0.9754,0.6705,0.9823,0.6755,0.9754,0.6705,0.9823
44.92,0.6401,0.9982,0.6613,0.9862,0.6401,0.9982,0.6613,0.9862
45.93,0.6400,0.9983,0.6518,0.9906,0.6400,0.9983,0.6518,0.9906
