elapsed_s,x_rel_raw_m,y_rel_raw_m,x_rel_smooth_m,y_rel_smooth_m,x_explored_raw_m,y_explored_raw_m,x_explored_smooth_m,y_explored_smooth_m
13.24,0.0000,0.0000,-0.0036,0.0005,0.0000,0.0000,-0.0036,0.0005
23.33,-0.0032,0.0003,-0.0091,0.0059,-0.0032,0.0003,-0.0091,0.0059
24.40,-0.0075,0.0013,-0.0168,0.0249,-0.0075,0.0013,-0.0168,0.0249
25.45,-0.0259,0.0219,-0.0289,0.0564,-0.0259,0.0219,-0.0289,0.0564
26.43,-0.0474,0.1008,-0.0429,0.0991,-0.0474,0.1008,-0.0429,0.0991
27.05,-0.0607,0.1578,-0.0406,0.1191,-0.0607,0.1578,-0.0406,0.1191
27.63,-0.0732,0.2138,-0.0389,0.1465,-0.0732,0.2138,-0.0389,0.1465
28.63,0.0041,0.1011,-0.0254,0.1420,0.0041,0.1011,-0.0254,0.1420
29.13,-0.0173,0.1589,0.0030,0.0945,-0.0173,0.1589,0.0030,0.0945
30.19,0.0201,0.0784,0.0278,0.0467,0.0201,0.0784,0.0278,0.0467
30.83,0.0815,-0.0798,0.0513,-0.0121,0.0815,-0.0798,0.0513,-0.0121
31.53,0.0508,-0.0249,0.0858,-0.0982,0.0508,-0.0249,0.0858,-0.0982
31.83,0.1216,-0.1931,0.1224,-0.1847,0.1216,-0.1931,0.1224,-0.1847
32.07,0.1551,-0.2715,0.1545,-0.2490,0.1551,-0.2715,0.1545,-0.2490
33.03,0.2028,-0.3542,0.1859,-0.3167,0.2028,-0.3542,0.1859,-0.3167
34.03,0.2423,-0.4011,0.2027,-0.3505,0.2423,-0.4011,0.2027,-0.3505
34.63,0.2078,-0.3636,0.2076,-0.3637,0.2078,-0.3636,0.2076,-0.3637
35.67,0.2055,-0.3621,0.2044,-0.3616,0.2055,-0.3621,0.2044,-0.3616
36.73,0.1794,-0.3377,0.1891,-0.3473,0.1794,-0.3377,0.1891,-0.3473
37.82,0.1871,-0.3436,0.1711,-0.3346,0.1871,-0.3436,0.1711,-0.3346
39.04,0.1659,-0.3296,0.1595,-0.3255,0.1659,-0.3296,0.1595,-0.3255
39.73,0.1178,-0.3000,0.1729,-0.3393,0.1178,-0.3000,0.1729,-0.3393
40.74,0.1474,-0.3165,0.1737,-0.3532,0.1474,-0.3165,0.1737,-0.3532
41.06,0.2464,-0.4070,0.1757,-0.3591,0.2464,-0.4070,0.1757,-0.3591
42.03,0.1911,-0.4131,0.1950,-0.3788,0.1911,-0.4131,0.1950,-0.3788
