elapsed_s,x_rel_m,y_rel_m
19.04,0.0000,0.0000
22.24,-0.0029,-0.0001
23.24,-0.0177,-0.0018
24.25,-0.0351,-0.0065
25.25,-0.0532,-0.0136
26.35,-0.0776,-0.0276
27.36,-0.0854,-0.0340
28.35,-0.1237,-0.0822
28.65,0.3234,0.0705
29.04,0.4141,0.0836
29.76,0.3772,0.0246
30.38,0.5768,0.1933
31.44,0.5979,0.2120
31.64,0.6371,0.2650
31.95,0.7520,0.4451
33.03,0.7322,0.4043
