elapsed_s,x_rel_m,y_rel_m
19.97,0.0000,0.0000
23.59,-0.0036,-0.0001
24.66,-0.0184,-0.0014
25.66,-0.0330,-0.0055
26.76,-0.0462,-0.0124
27.87,-0.0614,-0.0253
28.96,-0.0702,-0.0374
29.98,-0.0764,-0.0510
31.06,-0.0836,-0.0847
31.56,0.5024,0.2485
32.27,0.5089,0.1806
