metric,value
rows,11
duration_s,12.300000
total_distance_m,0.875139
start_x_m,0.000000
start_y_m,0.000000
end_x_m,0.508900
end_y_m,0.180600
max_segment_speed_mps,1.348211
mean_segment_speed_mps,0.156612
speed_spike_threshold_mps,0.800000
speed_spike_count,1
end_stable_x_m,-0.083600
end_stable_y_m,-0.084700
end_jump_flag,1
end_jump_distance_m,0.674106
end_jump_dt_s,0.500000
