elapsed_s,x_rel_raw_m,y_rel_raw_m,x_rel_smooth_m,y_rel_smooth_m,x_explored_raw_m,y_explored_raw_m,x_explored_smooth_m,y_explored_smooth_m
19.97,0.0000,0.0000,-0.0073,-0.0005,0.0000,0.0000,-0.0073,-0.0005
23.59,-0.0036,-0.0001,-0.0137,-0.0018,-0.0036,-0.0001,-0.0137,-0.0018
24.66,-0.0184,-0.0014,-0.0202,-0.0039,-0.0184,-0.0014,-0.0202,-0.0039
25.66,-0.0330,-0.0055,-0.0325,-0.0090,-0.0330,-0.0055,-0.0325,-0.0090
26.76,-0.0462,-0.0124,-0.0458,-0.0164,-0.0462,-0.0124,-0.0458,-0.0164
27.87,-0.0614,-0.0253,-0.0574,-0.0263,-0.0614,-0.0253,-0.0574,-0.0263
28.96,-0.0702,-0.0374,-0.0675,-0.0422,-0.0702,-0.0374,-0.0675,-0.0422
29.98,-0.0764,-0.0510,0.0422,0.0100,-0.0764,-0.0510,0.0422,0.0100
31.06,-0.0836,-0.0847,0.1562,0.0512,-0.0836,-0.0847,0.1562,0.0512
31.56,0.5024,0.2485,0.2128,0.0734,0.5024,0.2485,0.2128,0.0734
32.27,0.5089,0.1806,0.3093,0.1148,0.5089,0.1806,0.3093,0.1148
