elapsed_s,x_rel_raw_m,y_rel_raw_m,x_rel_smooth_m,y_rel_smooth_m,x_explored_raw_m,y_explored_raw_m,x_explored_smooth_m,y_explored_smooth_m
18.85,0.0000,0.0000,-0.0075,-0.0004,0.0000,0.0000,-0.0075,-0.0004
21.64,-0.0038,-0.0002,-0.0140,-0.0009,-0.0038,-0.0002,-0.0140,-0.0009
22.65,-0.0187,-0.0011,-0.0211,-0.0019,-0.0187,-0.0011,-0.0211,-0.0019
23.66,-0.0337,-0.0022,-0.0338,-0.0047,-0.0337,-0.0022,-0.0338,-0.0047
24.69,-0.0495,-0.0061,-0.0479,-0.0095,-0.0495,-0.0061,-0.0479,-0.0095
25.75,-0.0631,-0.0139,-0.0607,-0.0166,-0.0631,-0.0139,-0.0607,-0.0166
26.86,-0.0745,-0.0245,-0.0717,-0.0262,-0.0745,-0.0245,-0.0717,-0.0262
27.94,-0.0829,-0.0363,-0.0547,-0.0179,-0.0829,-0.0363,-0.0547,-0.0179
28.96,-0.0886,-0.0502,-0.0526,-0.0189,-0.0886,-0.0502,-0.0526,-0.0189
29.65,0.0355,0.0352,-0.0453,-0.0171,0.0355,0.0352,-0.0453,-0.0171
