elapsed_s,area_m2,percent_known,known_cells,total_cells
1.59,4.840,28.12,1936,6885
3.53,4.840,28.12,1936,6885
5.85,4.840,28.12,1936,6885
18.96,4.840,28.12,1936,6885
22.14,4.840,28.12,1936,6885
23.12,4.840,28.12,1936,6885
25.12,4.840,28.12,1936,6885
27.12,4.840,28.12,1936,6885
29.12,4.840,28.12,1936,6885
31.13,4.840,28.12,1936,6885
34.83,4.840,28.12,1936,6885
35.13,4.840,28.12,1936,6885
37.12,4.840,28.12,1936,6885
39.13,4.840,28.12,1936,6885
41.12,4.840,28.12,1936,6885
43.12,4.840,28.12,1936,6885
45.12,4.840,28.12,1936,6885
47.12,4.840,28.12,1936,6885
49.14,4.840,28.12,1936,6885
51.26,5.993,34.39,2397,6970
53.21,5.993,34.39,2397,6970
55.12,5.993,34.39,2397,6970
57.12,5.993,34.39,2397,6970
59.13,5.993,34.39,2397,6970
61.12,5.993,34.39,2397,6970
63.12,5.993,34.39,2397,6970
65.12,5.993,34.39,2397,6970
67.12,5.993,34.39,2397,6970
69.13,5.993,34.39,2397,6970
71.13,5.993,34.39,2397,6970
73.12,5.993,34.39,2397,6970
75.13,5.993,34.39,2397,6970
77.12,5.993,34.39,2397,6970
79.12,5.993,34.39,2397,6970
84.25,5.993,34.39,2397,6970
85.12,5.993,34.39,2397,6970
87.12,5.993,34.39,2397,6970
89.12,5.993,34.39,2397,6970
91.12,5.993,34.39,2397,6970
93.13,5.993,34.39,2397,6970
95.12,5.993,34.39,2397,6970
97.12,5.993,34.39,2397,6970
99.13,5.993,34.39,2397,6970
101.12,5.993,34.39,2397,6970
103.12,5.993,34.39,2397,6970
105.12,5.993,34.39,2397,6970
107.12,5.993,34.39,2397,6970
109.12,5.993,34.39,2397,6970
111.12,5.993,34.39,2397,6970
113.12,7.595,38.85,3038,7820
115.12,7.595,38.85,3038,7820
117.14,7.595,38.85,3038,7820
119.13,7.595,38.85,3038,7820
121.12,7.595,38.85,3038,7820
123.12,7.595,38.85,3038,7820
125.12,7.595,38.85,3038,7820
127.12,7.595,38.85,3038,7820
129.13,7.595,38.85,3038,7820
131.12,7.595,38.85,3038,7820
133.15,7.595,38.85,3038,7820
135.13,7.595,38.85,3038,7820
137.13,7.595,38.85,3038,7820
139.12,7.595,38.85,3038,7820
141.12,7.595,38.85,3038,7820
146.23,7.595,38.85,3038,7820
147.13,7.595,38.85,3038,7820
149.12,7.595,38.85,3038,7820
151.14,7.595,38.85,3038,7820
153.12,7.595,38.85,3038,7820
155.15,7.595,38.85,3038,7820
157.13,7.595,38.85,3038,7820
159.14,7.595,38.85,3038,7820
161.20,7.595,38.85,3038,7820
163.12,7.595,38.85,3038,7820
165.12,7.595,38.85,3038,7820
167.13,7.595,38.85,3038,7820
169.12,7.595,38.85,3038,7820
171.13,7.595,38.85,3038,7820
173.13,7.595,38.85,3038,7820
175.12,7.595,38.85,3038,7820
177.13,7.595,38.85,3038,7820
179.12,7.595,38.85,3038,7820
181.12,7.595,38.85,3038,7820
183.17,7.595,38.85,3038,7820
185.12,7.595,38.85,3038,7820
187.12,7.595,38.85,3038,7820
189.13,7.595,38.85,3038,7820
191.13,7.595,38.85,3038,7820
193.12,7.595,38.85,3038,7820
195.13,7.595,38.85,3038,7820
197.12,7.595,38.85,3038,7820
199.12,7.595,38.85,3038,7820
201.14,7.595,38.85,3038,7820
203.14,7.595,38.85,3038,7820
