elapsed_s,frontier_x_m,frontier_y_m
2.91,-0.7783,-1.1192
2.91,0.2217,-0.5692
2.91,-1.2283,-0.2192
2.91,-0.5783,0.4808
2.91,-1.2283,0.4808
2.91,0.1217,0.4808
2.91,-0.0783,-1.4692
2.91,-0.3283,0.6808
2.91,0.2217,0.2308
2.91,-1.9283,-2.0692
2.91,-0.1283,-1.9192
2.91,-0.1783,0.4308
2.91,-0.9783,-2.2692
2.91,-1.8283,-1.6192
2.91,-1.7783,-1.4192
2.91,-0.6283,-1.0692
2.91,-0.5783,-3.0692
2.91,-2.0283,-1.6192
2.91,-0.7783,-1.3692
2.91,-0.6283,-3.1692
2.91,-1.1783,-2.8692
2.91,-1.0283,-2.7692
2.91,-0.9283,-2.7692
2.91,-1.1783,-2.7192
2.91,-1.5283,-2.6692
2.91,-1.1283,-2.6192
2.91,-0.8783,-2.6192
2.91,-1.1283,-2.5192
2.91,-1.0283,-2.5192
2.91,-0.8283,-2.4692
5.50,-0.7783,-1.1192
5.50,0.2217,-0.5692
5.50,-1.2283,-0.2192
5.50,-0.5783,0.4808
5.50,-1.2283,0.4808
5.50,0.1217,0.4808
5.50,-0.0783,-1.4692
5.50,-0.3283,0.6808
5.50,0.2217,0.2308
5.50,-1.9283,-2.0692
5.50,-0.1283,-1.9192
5.50,-0.1783,0.4308
5.50,-0.9783,-2.2692
5.50,-1.8283,-1.6192
5.50,-1.7783,-1.4192
5.50,-0.6283,-1.0692
5.50,-0.5783,-3.0692
5.50,-2.0283,-1.6192
5.50,-0.7783,-1.3692
5.50,-0.6283,-3.1692
5.50,-1.1783,-2.8692
5.50,-1.0283,-2.7692
5.50,-0.9283,-2.7692
5.50,-1.1783,-2.7192
5.50,-1.5283,-2.6692
5.50,-1.1283,-2.6192
5.50,-0.8783,-2.6192
5.50,-1.1283,-2.5192
5.50,-1.0283,-2.5192
5.50,-0.8283,-2.4692
23.10,-0.7783,-1.1192
23.10,0.2217,-0.5692
23.10,-1.2283,-0.2192
23.10,-0.5783,0.4808
23.10,-1.2283,0.4808
23.10,0.1217,0.4808
23.10,-0.0783,-1.4692
23.10,-0.3283,0.6808
23.10,0.2217,0.2308
23.10,-1.9283,-2.0692
23.10,-0.1283,-1.9192
23.10,-0.1783,0.4308
23.10,-0.9783,-2.2692
23.10,-1.8283,-1.6192
23.10,-1.7783,-1.4192
23.10,-0.6283,-1.0692
23.10,-0.5783,-3.0692
23.10,-2.0283,-1.6192
23.10,-0.7783,-1.3692
23.10,-0.6283,-3.1692
23.10,-1.1783,-2.8692
23.10,-1.0283,-2.7692
23.10,-0.9283,-2.7692
23.10,-1.1783,-2.7192
23.10,-1.5283,-2.6692
23.10,-1.1283,-2.6192
23.10,-0.8783,-2.6192
23.10,-1.1283,-2.5192
23.10,-1.0283,-2.5192
23.10,-0.8283,-2.4692
26.40,-0.7783,-1.1192
26.40,0.2217,-0.5692
26.40,-1.2283,-0.2192
26.40,-0.5783,0.4808
26.40,-1.2283,0.4808
26.40,0.1217,0.4808
26.40,-0.0783,-1.4692
26.40,-0.3283,0.6808
26.40,0.2217,0.2308
26.40,-1.9283,-2.0692
