elapsed_s,area_m2,percent_known,known_cells,total_cells
2.56,5.233,27.69,2093,7560
5.25,5.233,27.69,2093,7560
7.49,5.233,27.69,2093,7560
9.03,5.233,27.69,2093,7560
19.47,5.233,27.69,2093,7560
22.88,5.233,27.69,2093,7560
24.44,5.233,27.69,2093,7560
26.42,6.275,32.81,2510,7650
28.43,7.853,39.70,3141,7912
30.59,8.438,42.66,3375,7912
32.74,8.935,45.17,3574,7912
35.01,9.408,47.56,3763,7912
36.55,9.633,48.70,3853,7912
38.45,10.095,51.04,4038,7912
40.72,10.323,51.59,4129,8004
42.76,10.618,46.08,4247,9216
44.82,11.260,44.19,4504,10192
46.74,11.353,44.10,4541,10296
48.46,11.353,44.10,4541,10296
50.43,11.423,44.38,4569,10296
52.54,11.430,44.41,4572,10296
54.43,11.430,44.41,4572,10296
56.43,11.430,44.41,4572,10296
58.44,11.430,44.41,4572,10296
60.53,11.430,44.41,4572,10296
62.44,11.430,44.41,4572,10296
64.43,11.430,44.41,4572,10296
66.44,11.430,44.41,4572,10296
68.43,11.430,44.41,4572,10296
70.44,11.430,44.41,4572,10296
72.43,11.430,44.41,4572,10296
74.43,11.430,44.41,4572,10296
76.43,11.430,44.41,4572,10296
78.43,11.430,44.41,4572,10296
80.44,11.430,44.41,4572,10296
82.43,11.430,44.41,4572,10296
84.44,11.430,44.41,4572,10296
86.43,11.430,44.41,4572,10296
88.45,11.430,44.41,4572,10296
90.43,11.430,44.41,4572,10296
92.44,11.430,44.41,4572,10296
94.43,11.430,44.41,4572,10296
96.43,11.430,44.41,4572,10296
98.48,11.430,44.41,4572,10296
100.43,11.430,44.41,4572,10296
102.48,11.430,44.41,4572,10296
104.43,11.430,44.41,4572,10296
106.44,11.430,44.41,4572,10296
108.47,11.430,44.41,4572,10296
110.48,11.430,44.41,4572,10296
112.44,11.430,44.41,4572,10296
114.46,11.430,44.41,4572,10296
116.43,11.430,44.41,4572,10296
118.44,11.430,44.41,4572,10296
120.44,11.430,44.41,4572,10296
122.43,11.430,44.41,4572,10296
124.43,11.430,44.41,4572,10296
126.43,11.430,44.41,4572,10296
128.44,11.430,44.41,4572,10296
130.45,11.430,44.41,4572,10296
132.44,11.430,44.41,4572,10296
134.43,11.430,44.41,4572,10296
136.44,11.430,44.41,4572,10296
138.46,11.430,44.41,4572,10296
140.43,11.430,44.41,4572,10296
142.44,11.430,44.41,4572,10296
144.43,11.430,44.41,4572,10296
146.44,11.430,44.41,4572,10296
148.44,11.430,44.41,4572,10296
150.45,11.430,44.41,4572,10296
152.44,11.430,44.41,4572,10296
154.44,11.430,44.41,4572,10296
156.43,11.430,44.41,4572,10296
158.44,11.430,44.41,4572,10296
160.43,11.430,44.41,4572,10296
