elapsed_s,x_m,y_m
6.57,0.0000,0.0000
41.11,-0.9557,0.5461
44.81,-0.1911,0.5759
53.85,-0.1737,0.1527
57.36,-0.5794,-0.7833
64.93,-0.1202,-0.2845
68.93,0.1147,-0.3014
