elapsed_s,area_m2,percent_known,known_cells,total_cells
0.36,5.760,58.05,2304,3969
2.49,5.760,58.05,2304,3969
4.29,5.760,58.05,2304,3969
6.90,5.760,58.05,2304,3969
10.08,5.760,58.05,2304,3969
23.28,5.760,58.05,2304,3969
26.57,5.760,58.05,2304,3969
29.91,5.760,58.05,2304,3969
33.24,5.760,58.05,2304,3969
36.40,5.760,58.05,2304,3969
39.59,5.760,58.05,2304,3969
42.79,5.760,58.05,2304,3969
46.00,5.760,58.05,2304,3969
50.77,5.760,58.05,2304,3969
54.21,5.760,58.05,2304,3969
57.45,5.760,58.05,2304,3969
60.59,5.760,58.05,2304,3969
63.75,5.760,58.05,2304,3969
66.97,7.718,76.83,3087,4018
70.09,7.718,76.83,3087,4018
73.18,7.718,76.83,3087,4018
76.40,7.718,76.83,3087,4018
79.56,7.718,76.83,3087,4018
82.67,7.718,76.83,3087,4018
85.83,8.413,83.75,3365,4018
89.02,8.573,85.34,3429,4018
93.80,8.573,85.34,3429,4018
97.59,8.723,85.10,3489,4100
100.75,8.768,85.54,3507,4100
103.84,8.768,85.54,3507,4100
106.98,8.768,85.54,3507,4100
110.08,8.768,85.54,3507,4100
113.18,8.768,85.54,3507,4100
117.96,8.768,85.54,3507,4100
121.26,8.768,85.54,3507,4100
124.34,8.768,85.54,3507,4100
127.46,8.768,85.54,3507,4100
130.55,8.768,85.54,3507,4100
133.65,8.768,85.54,3507,4100
136.79,8.768,85.54,3507,4100
141.49,8.768,85.54,3507,4100
144.64,8.768,85.54,3507,4100
147.85,8.768,85.54,3507,4100
151.01,8.768,85.54,3507,4100
154.21,8.768,85.54,3507,4100
157.29,8.768,85.54,3507,4100
160.46,10.030,54.43,4012,7371
165.37,11.058,59.27,4423,7462
168.63,11.423,61.23,4569,7462
171.83,11.558,61.95,4623,7462
174.94,11.558,61.95,4623,7462
178.10,11.558,61.95,4623,7462
181.21,11.558,61.95,4623,7462
184.49,11.558,61.95,4623,7462
189.49,11.558,61.95,4623,7462
192.71,11.558,61.95,4623,7462
195.85,11.558,61.95,4623,7462
