elapsed_s,area_m2,percent_known,known_cells,total_cells
0.63,2.975,68.87,1190,1728
3.06,2.975,68.87,1190,1728
5.42,2.975,68.87,1190,1728
8.05,2.975,68.87,1190,1728
8.71,2.975,68.87,1190,1728
19.33,2.975,68.87,1190,1728
22.65,2.975,68.87,1190,1728
25.78,2.975,68.87,1190,1728
28.91,2.975,68.87,1190,1728
32.07,2.975,68.87,1190,1728
35.16,2.975,68.87,1190,1728
38.26,2.975,68.87,1190,1728
41.51,2.975,68.87,1190,1728
46.25,2.975,68.87,1190,1728
49.39,2.975,68.87,1190,1728
52.57,2.975,68.87,1190,1728
55.78,2.975,68.87,1190,1728
58.87,2.975,68.87,1190,1728
62.04,2.975,68.87,1190,1728
65.16,2.975,68.87,1190,1728
69.87,2.975,68.87,1190,1728
73.05,3.580,64.68,1432,2214
76.31,3.820,21.94,1528,6966
79.44,3.853,22.12,1541,6966
82.55,3.853,22.12,1541,6966
85.69,3.853,22.12,1541,6966
88.83,3.853,22.12,1541,6966
93.58,3.853,22.12,1541,6966
96.83,3.853,22.12,1541,6966
99.92,3.853,22.12,1541,6966
103.03,4.053,23.27,1621,6966
106.24,4.053,23.27,1621,6966
109.39,4.178,23.55,1671,7095
