elapsed_s,area_m2,percent_known,known_cells,total_cells
2.90,6.858,68.27,2743,4018
4.92,6.858,68.27,2743,4018
6.72,6.858,68.27,2743,4018
20.24,6.858,68.27,2743,4018
23.67,6.858,68.27,2743,4018
27.39,6.858,68.27,2743,4018
30.52,8.450,83.11,3380,4067
33.63,8.838,86.92,3535,4067
36.80,9.225,49.20,3690,7500
39.93,9.270,49.44,3708,7500
43.03,9.305,49.63,3722,7500
46.18,9.305,49.63,3722,7500
49.32,9.368,40.95,3747,9150
52.52,9.460,40.54,3784,9333
55.69,9.483,40.64,3793,9333
58.79,9.525,40.82,3810,9333
61.95,9.538,40.88,3815,9333
65.15,9.555,40.95,3822,9333
68.31,9.578,41.05,3831,9333
71.45,9.630,41.05,3852,9384
74.58,9.653,41.14,3861,9384
77.68,10.090,35.96,4036,11224
80.80,10.090,35.96,4036,11224
83.88,10.090,35.96,4036,11224
86.95,10.090,35.96,4036,11224
90.10,10.090,35.96,4036,11224
93.20,10.090,35.96,4036,11224
96.26,10.090,35.96,4036,11224
99.45,10.090,35.96,4036,11224
104.24,10.090,35.96,4036,11224
107.36,10.090,35.96,4036,11224
110.52,10.090,35.96,4036,11224
113.61,10.203,34.49,4081,11834
116.71,10.313,34.86,4125,11834
119.83,10.413,35.20,4165,11834
122.91,10.453,35.33,4181,11834
126.06,10.453,35.33,4181,11834
129.19,10.453,35.33,4181,11834
132.31,10.453,35.33,4181,11834
135.40,10.453,35.33,4181,11834
138.49,10.453,35.33,4181,11834
141.60,10.453,35.33,4181,11834
146.42,10.453,35.33,4181,11834
149.58,10.453,35.33,4181,11834
