elapsed_s,area_m2,percent_known,known_cells,total_cells
3.73,6.350,33.63,2540,7553
5.35,6.350,33.63,2540,7553
8.35,6.350,33.63,2540,7553
9.47,6.350,33.63,2540,7553
11.94,6.350,33.63,2540,7553
13.71,6.350,33.63,2540,7553
21.32,6.350,33.63,2540,7553
25.11,6.350,33.63,2540,7553
27.02,6.350,33.63,2540,7553
29.00,7.665,40.11,3066,7644
31.13,8.098,42.37,3239,7644
33.13,8.413,44.02,3365,7644
34.99,8.650,45.26,3460,7644
37.31,8.838,44.65,3535,7917
39.55,9.115,46.05,3646,7917
41.00,9.363,47.30,3745,7917
42.99,9.800,49.51,3920,7917
45.08,10.168,51.37,4067,7917
47.00,10.320,52.14,4128,7917
49.38,10.575,53.43,4230,7917
51.48,11.130,44.56,4452,9991
53.00,11.130,44.56,4452,9991
55.02,11.130,44.56,4452,9991
56.99,11.130,44.56,4452,9991
59.01,11.130,44.56,4452,9991
61.00,11.130,44.56,4452,9991
