elapsed_s,area_m2,percent_known,known_cells,total_cells
2.16,3.875,24.94,1550,6216
3.50,3.875,24.94,1550,6216
7.60,3.875,24.94,1550,6216
19.58,3.875,24.94,1550,6216
22.85,3.875,24.94,1550,6216
25.99,3.875,24.94,1550,6216
29.32,3.875,24.94,1550,6216
34.05,3.875,24.94,1550,6216
37.33,3.875,24.94,1550,6216
40.47,3.875,24.94,1550,6216
43.70,3.875,24.94,1550,6216
46.84,3.875,24.94,1550,6216
50.10,3.875,24.94,1550,6216
53.24,3.875,24.94,1550,6216
58.01,3.875,24.94,1550,6216
61.29,7.368,21.67,2947,13600
64.45,7.368,21.67,2947,13600
67.57,10.323,30.36,4129,13600
70.78,10.323,30.36,4129,13600
73.97,10.323,30.36,4129,13600
77.44,10.323,30.36,4129,13600
81.25,10.323,30.36,4129,13600
84.40,10.323,30.36,4129,13600
87.51,10.323,30.36,4129,13600
90.71,10.323,30.36,4129,13600
93.85,10.323,30.36,4129,13600
97.06,10.323,30.36,4129,13600
