elapsed_s,frontier_x_m,frontier_y_m
3.56,2.3111,-1.9164
3.56,0.0611,-1.2664
3.56,2.1111,-1.7664
3.56,1.6111,-1.5664
3.56,0.8611,-1.0164
3.56,-0.4889,-1.3664
3.56,-1.1389,-1.3664
3.56,-0.5389,-1.1164
3.56,-0.6389,-0.7164
3.56,-1.1889,-0.9664
3.56,-1.7889,-0.8664
3.56,1.1611,-0.5164
3.56,-2.7389,-0.7164
3.56,-2.5389,-0.6664
3.56,-2.2889,-0.5664
3.56,-1.1889,-0.3664
3.56,-2.4389,-0.5164
3.56,1.1611,-0.1164
3.56,-0.5389,0.0336
3.56,1.1611,0.2836
3.56,-0.4389,0.4336
3.56,0.5111,1.4336
3.56,1.7111,1.2836
3.56,-0.4889,1.9836
3.56,1.5611,2.0336
5.37,2.3111,-1.9164
5.37,0.0611,-1.2664
5.37,2.1111,-1.7664
5.37,1.6111,-1.5664
5.37,0.8611,-1.0164
5.37,-0.4889,-1.3664
5.37,-1.1389,-1.3664
5.37,-0.5389,-1.1164
5.37,-0.6389,-0.7164
5.37,-1.1889,-0.9664
5.37,-1.7889,-0.8664
5.37,1.1611,-0.5164
5.37,-2.7389,-0.7164
5.37,-2.5389,-0.6664
5.37,-2.2889,-0.5664
5.37,-1.1889,-0.3664
5.37,-2.4389,-0.5164
5.37,1.1611,-0.1164
5.37,-0.5389,0.0336
5.37,1.1611,0.2836
5.37,-0.4389,0.4336
5.37,0.5111,1.4336
5.37,1.7111,1.2836
5.37,-0.4889,1.9836
5.37,1.5611,2.0336
9.12,2.3111,-1.9164
9.12,0.0611,-1.2664
9.12,2.1111,-1.7664
9.12,1.6111,-1.5664
9.12,0.8611,-1.0164
9.12,-0.4889,-1.3664
9.12,-1.1389,-1.3664
9.12,-0.5389,-1.1164
9.12,-0.6389,-0.7164
9.12,-1.1889,-0.9664
9.12,-1.7889,-0.8664
9.12,1.1611,-0.5164
9.12,-2.7389,-0.7164
9.12,-2.5389,-0.6664
9.12,-2.2889,-0.5664
9.12,-1.1889,-0.3664
9.12,-2.4389,-0.5164
9.12,1.1611,-0.1164
9.12,-0.5389,0.0336
9.12,1.1611,0.2836
9.12,-0.4389,0.4336
9.12,0.5111,1.4336
9.12,1.7111,1.2836
9.12,-0.4889,1.9836
9.12,1.5611,2.0336
21.05,2.3111,-1.9164
21.05,0.0611,-1.2664
21.05,2.1111,-1.7664
21.05,1.6111,-1.5664
21.05,0.8611,-1.0164
21.05,-0.4889,-1.3664
21.05,-1.1389,-1.3664
21.05,-0.5389,-1.1164
21.05,-0.6389,-0.7164
21.05,-1.1889,-0.9664
21.05,-1.7889,-0.8664
21.05,1.1611,-0.5164
21.05,-2.7389,-0.7164
21.05,-2.5389,-0.6664
21.05,-2.2889,-0.5664
21.05,-1.1889,-0.3664
21.05,-2.4389,-0.5164
21.05,1.1611,-0.1164
21.05,-0.5389,0.0336
21.05,1.1611,0.2836
21.05,-0.4389,0.4336
21.05,0.5111,1.4336
21.05,1.7111,1.2836
21.05,-0.4889,1.9836
21.05,1.5611,2.0336
24.71,2.3111,-1.9164
24.71,0.0611,-1.2664
24.71,2.1111,-1.7664
24.71,1.6111,-1.5664
24.71,0.8611,-1.0164
24.71,-0.4889,-1.3664
24.71,-1.1389,-1.3664
24.71,-0.5389,-1.1164
24.71,-0.6389,-0.7164
24.71,-1.1889,-0.9664
24.71,-1.7889,-0.8664
24.71,1.1611,-0.5164
24.71,-2.7389,-0.7164
24.71,-2.5389,-0.6664
24.71,-2.2889,-0.5664
24.71,-1.1889,-0.3664
24.71,-2.4389,-0.5164
24.71,1.1611,-0.1164
24.71,-0.5389,0.0336
24.71,1.1611,0.2836
24.71,-0.4389,0.4336
24.71,0.5111,1.4336
24.71,1.7111,1.2836
24.71,-0.4889,1.9836
24.71,1.5611,2.0336
24.79,2.3111,-1.9164
24.79,0.0611,-1.2664
24.79,2.1111,-1.7664
24.79,1.6111,-1.5664
24.79,0.8611,-1.0164
24.79,-0.4889,-1.3664
24.79,-1.1389,-1.3664
24.79,-0.5389,-1.1164
24.79,-0.6389,-0.7164
24.79,-1.1889,-0.9664
24.79,-1.7889,-0.8664
24.79,1.1611,-0.5164
24.79,-2.7389,-0.7164
24.79,-2.5389,-0.6664
24.79,-2.2889,-0.5664
24.79,-1.1889,-0.3664
24.79,-2.4389,-0.5164
24.79,1.1611,-0.1164
24.79,-0.5389,0.0336
24.79,1.1611,0.2836
24.79,-0.4389,0.4336
24.79,0.5111,1.4336
24.79,1.7111,1.2836
24.79,-0.4889,1.9836
24.79,1.5611,2.0336
24.87,2.3111,-1.9164
24.87,0.0611,-1.2664
24.87,2.1111,-1.7664
24.87,1.6111,-1.5664
24.87,0.8611,-1.0164
24.87,-0.4889,-1.3664
24.87,-1.1389,-1.3664
24.87,-0.5389,-1.1164
24.87,-0.6389,-0.7164
24.87,-1.1889,-0.9664
24.87,-1.7889,-0.8664
24.87,1.1611,-0.5164
24.87,-2.7389,-0.7164
24.87,-2.5389,-0.6664
24.87,-2.2889,-0.5664
24.87,-1.1889,-0.3664
24.87,-2.4389,-0.5164
24.87,1.1611,-0.1164
24.87,-0.5389,0.0336
24.87,1.1611,0.2836
24.87,-0.4389,0.4336
24.87,0.5111,1.4336
24.87,1.7111,1.2836
24.87,-0.4889,1.9836
24.87,1.5611,2.0336
24.93,2.3111,-1.9164
24.93,0.0611,-1.2664
24.93,2.1111,-1.7664
24.93,1.6111,-1.5664
24.93,0.8611,-1.0164
24.93,-0.4889,-1.3664
24.93,-1.1389,-1.3664
24.93,-0.5389,-1.1164
24.93,-0.6389,-0.7164
24.93,-1.1889,-0.9664
24.93,-1.7889,-0.8664
24.93,1.1611,-0.5164
24.93,-2.7389,-0.7164
24.93,-2.5389,-0.6664
24.93,-2.2889,-0.5664
24.93,-1.1889,-0.3664
24.93,-2.4389,-0.5164
24.93,1.1611,-0.1164
24.93,-0.5389,0.0336
24.93,1.1611,0.2836
24.93,-0.4389,0.4336
24.93,0.5111,1.4336
24.93,1.7111,1.2836
24.93,-0.4889,1.9836
24.93,1.5611,2.0336
24.98,2.3111,-1.9164
24.98,0.0611,-1.2664
24.98,2.1111,-1.7664
24.98,1.6111,-1.5664
24.98,0.8611,-1.0164
24.98,-0.4889,-1.3664
24.98,-1.1389,-1.3664
24.98,-0.5389,-1.1164
24.98,-0.6389,-0.7164
24.98,-1.1889,-0.9664
24.98,-1.7889,-0.8664
24.98,1.1611,-0.5164
24.98,-2.7389,-0.7164
24.98,-2.5389,-0.6664
24.98,-2.2889,-0.5664
24.98,-1.1889,-0.3664
24.98,-2.4389,-0.5164
24.98,1.1611,-0.1164
24.98,-0.5389,0.0336
24.98,1.1611,0.2836
24.98,-0.4389,0.4336
24.98,0.5111,1.4336
24.98,1.7111,1.2836
24.98,-0.4889,1.9836
24.98,1.5611,2.0336
25.02,2.3111,-1.9164
25.02,0.0611,-1.2664
25.02,2.1111,-1.7664
25.02,1.6111,-1.5664
25.02,0.8611,-1.0164
25.02,-0.4889,-1.3664
25.02,-1.1389,-1.3664
25.02,-0.5389,-1.1164
25.02,-0.6389,-0.7164
25.02,-1.1889,-0.9664
25.02,-1.7889,-0.8664
25.02,1.1611,-0.5164
25.02,-2.7389,-0.7164
25.02,-2.5389,-0.6664
25.02,-2.2889,-0.5664
25.02,-1.1889,-0.3664
25.02,-2.4389,-0.5164
25.02,1.1611,-0.1164
25.02,-0.5389,0.0336
25.02,1.1611,0.2836
25.02,-0.4389,0.4336
25.02,0.5111,1.4336
25.02,1.7111,1.2836
25.02,-0.4889,1.9836
25.02,1.5611,2.0336
25.07,2.3111,-1.9164
25.07,0.0611,-1.2664
25.07,2.1111,-1.7664
25.07,1.6111,-1.5664
25.07,0.8611,-1.0164
25.07,-0.4889,-1.3664
25.07,-1.1389,-1.3664
25.07,-0.5389,-1.1164
25.07,-0.6389,-0.7164
25.07,-1.1889,-0.9664
25.07,-1.7889,-0.8664
25.07,1.1611,-0.5164
25.07,-2.7389,-0.7164
25.07,-2.5389,-0.6664
25.07,-2.2889,-0.5664
25.07,-1.1889,-0.3664
25.07,-2.4389,-0.5164
25.07,1.1611,-0.1164
25.07,-0.5389,0.0336
25.07,1.1611,0.2836
25.07,-0.4389,0.4336
25.07,0.5111,1.4336
25.07,1.7111,1.2836
25.07,-0.4889,1.9836
25.07,1.5611,2.0336
25.36,2.3111,-1.9164
25.36,0.0611,-1.2664
25.36,2.1111,-1.7664
25.36,1.6111,-1.5664
25.36,0.8611,-1.0164
25.36,-0.4889,-1.3664
25.36,-1.1389,-1.3664
25.36,-0.5389,-1.1164
25.36,-0.6389,-0.7164
25.36,-1.1889,-0.9664
25.36,-1.7889,-0.8664
25.36,1.1611,-0.5164
25.36,-2.7389,-0.7164
25.36,-2.5389,-0.6664
25.36,-2.2889,-0.5664
25.36,-1.1889,-0.3664
25.36,-2.4389,-0.5164
25.36,1.1611,-0.1164
25.36,-0.5389,0.0336
25.36,1.1611,0.2836
25.36,-0.4389,0.4336
25.36,0.5111,1.4336
25.36,1.7111,1.2836
25.36,-0.4889,1.9836
25.36,1.5611,2.0336
27.02,2.3111,-1.9164
27.02,0.0611,-1.2664
27.02,2.1111,-1.7664
27.02,1.6111,-1.5664
27.02,0.8611,-1.0164
27.02,-0.4889,-1.3664
27.02,-1.1389,-1.3664
27.02,-0.5389,-1.1164
27.02,-0.6389,-0.7164
27.02,-1.1889,-0.9664
27.02,-1.7889,-0.8664
27.02,1.1611,-0.5164
27.02,-2.7389,-0.7164
27.02,-2.5389,-0.6664
27.02,-2.2889,-0.5664
27.02,-1.1889,-0.3664
27.02,-2.4389,-0.5164
27.02,1.1611,-0.1164
27.02,-0.5389,0.0336
27.02,1.1611,0.2836
27.02,-0.4389,0.4336
27.02,0.5111,1.4336
27.02,1.7111,1.2836
27.02,-0.4889,1.9836
27.02,1.5611,2.0336
29.08,2.3111,-1.9164
29.08,0.0611,-1.2664
29.08,2.1111,-1.7664
29.08,1.6111,-1.5664
29.08,0.8611,-1.0164
29.08,-0.4889,-1.3664
29.08,-1.1389,-1.3664
29.08,-0.5389,-1.1164
29.08,-0.6389,-0.7164
29.08,-1.1889,-0.9664
29.08,-1.7889,-0.8664
29.08,1.1611,-0.5164
29.08,-2.7389,-0.7164
29.08,-2.5389,-0.6664
29.08,-2.2889,-0.5664
29.08,-1.1889,-0.3664
29.08,-2.4389,-0.5164
29.08,1.1611,-0.1164
29.08,-0.5389,0.0336
29.08,1.1611,0.2836
29.08,-0.4389,0.4336
29.08,0.5111,1.4336
29.08,1.7111,1.2836
29.08,-0.4889,1.9836
29.08,1.5611,2.0336
32.43,-0.3389,-2.3025
32.43,0.7611,-1.3525
32.43,-0.0389,-1.2525
32.43,0.2111,-1.1025
32.43,1.0111,-0.8025
32.43,-0.7389,-0.8025
32.43,-1.1889,-0.4525
32.43,1.2111,-0.4525
32.43,1.1611,-0.1525
32.43,-1.2889,0.9475
32.43,1.3611,0.7975
32.43,0.0611,1.8475
32.43,1.0611,1.6975
32.43,0.6111,1.8975
32.43,0.5111,1.4975
32.43,-0.4889,-1.4025
32.43,1.4111,1.6475
32.43,-0.2889,2.0975
32.43,1.5111,-0.8025
32.43,1.3611,0.2975
32.43,0.9111,1.0975
32.43,-1.3889,2.0975
32.43,1.6111,-1.5525
32.43,1.9111,0.0975
32.43,-0.2389,-1.7525
32.43,-1.1389,-1.3525
32.43,-0.3389,-1.2525
32.43,-0.5389,-1.1025
32.43,1.5611,1.3475
32.43,-1.3389,1.8975
33.31,-0.3389,-2.3025
33.31,0.7611,-1.3525
33.31,-0.0389,-1.2525
33.31,1.7611,-1.6025
33.31,0.2111,-1.1025
33.31,1.0611,-0.8025
33.31,-0.6889,-0.9025
33.31,-1.0389,-0.7025
33.31,-1.4889,-0.3025
33.31,1.2611,-0.3525
33.31,1.8611,0.7475
33.31,1.3111,1.3975
33.31,-1.5389,0.9475
33.31,-1.3889,1.1975
33.31,-0.8889,1.6475
33.31,0.6111,1.8975
33.31,1.9611,-0.1025
33.31,0.5111,1.4975
33.31,-0.4889,-1.4025
33.31,-0.2889,2.0975
33.31,-1.5389,0.6975
33.31,-1.3889,2.0975
33.31,1.9111,0.0975
33.31,-2.0889,0.4975
33.31,-1.4889,1.6475
33.31,-0.2389,-1.7525
33.31,-1.1389,-1.3525
33.31,-0.3389,-1.2525
33.31,-0.5389,-1.1025
33.31,1.5611,-0.8525
35.14,-0.3389,-2.3025
35.14,0.7611,-1.3525
35.14,-0.0389,-1.2525
35.14,1.7611,-1.6025
35.14,0.2111,-1.1025
35.14,1.0611,-0.8025
35.14,-0.6889,-0.9025
35.14,-1.0389,-0.7025
35.14,-1.4889,-0.3025
35.14,1.2611,-0.3525
35.14,1.8611,0.7475
35.14,1.3111,1.3975
35.14,-1.5389,0.9475
35.14,-1.3889,1.1975
35.14,-0.8889,1.6475
35.14,0.6111,1.8975
35.14,1.9611,-0.1025
35.14,0.5111,1.4975
35.14,-0.4889,-1.4025
35.14,-0.2889,2.0975
35.14,-1.5389,0.6975
35.14,-1.3889,2.0975
35.14,1.9111,0.0975
35.14,-2.0889,0.4975
35.14,-1.4889,1.6475
35.14,-0.2389,-1.7525
