elapsed_s,x_m,y_m
4.53,0.0000,0.0000
91.01,-0.5919,-0.3353
94.13,-1.0599,-0.7270
97.62,-1.2997,-0.9075
100.74,-1.4771,-1.0442
116.27,-4.4965,-0.4618
119.64,-6.9611,-1.4657
132.20,-15.9725,-1.6762
135.44,-17.3506,1.9035
