status,start_datetime,completion_datetime,elapsed_s,coverage_pct,goals_reached,path_points,nav_goals,frontier_points
interrupted,2026-03-12 19:33:08,2026-03-12 19:52:01,1133.0,83.81,1,40,52,2961
