elapsed_s,frontier_x_m,frontier_y_m
2.22,-1.3374,-0.7707
2.22,0.2626,-1.2207
2.22,0.9126,-0.5207
2.22,0.9126,0.4293
2.22,0.7126,-0.4707
2.22,-2.0874,-1.6707
2.22,-1.9374,-1.2707
2.22,-2.3374,-1.8207
2.22,-1.9874,-1.5207
2.22,-2.0374,-1.3707
2.22,-1.5374,-1.8207
2.22,-1.2874,-1.7707
2.22,1.0626,-1.4207
2.22,-2.2874,-0.5707
2.22,-0.8874,-1.5707
2.22,-2.3374,-1.4707
2.22,-2.1874,-1.4207
2.22,-2.2374,-1.3207
2.22,-2.4874,-1.2707
2.22,-2.3874,-1.2207
2.22,-2.1374,-1.2207
2.22,-2.2874,-1.1707
2.22,-2.1874,-1.1207
2.22,-2.0874,-1.0707
2.22,-2.2374,-0.9707
2.22,-2.1374,-0.9707
2.22,-2.3374,-0.9207
2.22,-2.0374,-0.9207
2.22,-2.1874,-0.8207
2.22,-2.0874,-0.8207
4.11,-1.3374,-0.7707
4.11,0.2626,-1.2207
4.11,0.9126,-0.5207
4.11,0.9126,0.4293
4.11,0.7126,-0.4707
4.11,-2.0874,-1.6707
4.11,-1.9374,-1.2707
4.11,-2.3374,-1.8207
4.11,-1.9874,-1.5207
4.11,-2.0374,-1.3707
4.11,-1.5374,-1.8207
4.11,-1.2874,-1.7707
4.11,1.0626,-1.4207
4.11,-2.2874,-0.5707
4.11,-0.8874,-1.5707
4.11,-2.3374,-1.4707
4.11,-2.1874,-1.4207
4.11,-2.2374,-1.3207
4.11,-2.4874,-1.2707
4.11,-2.3874,-1.2207
4.11,-2.1374,-1.2207
4.11,-2.2874,-1.1707
4.11,-2.1874,-1.1207
4.11,-2.0874,-1.0707
4.11,-2.2374,-0.9707
4.11,-2.1374,-0.9707
4.11,-2.3374,-0.9207
4.11,-2.0374,-0.9207
4.11,-2.1874,-0.8207
4.11,-2.0874,-0.8207
10.08,-1.3374,-0.7707
10.08,0.2626,-1.2207
10.08,0.9126,-0.5207
10.08,0.9126,0.4293
10.08,0.7126,-0.4707
10.08,-2.0874,-1.6707
10.08,-1.9374,-1.2707
10.08,-2.3374,-1.8207
10.08,-1.9874,-1.5207
10.08,-2.0374,-1.3707
10.08,-1.5374,-1.8207
10.08,-1.2874,-1.7707
10.08,1.0626,-1.4207
10.08,-2.2874,-0.5707
10.08,-0.8874,-1.5707
10.08,-2.3374,-1.4707
10.08,-2.1874,-1.4207
