elapsed_s,area_m2,percent_known,known_cells,total_cells
2.26,3.465,24.05,1386,5762
4.15,3.465,24.05,1386,5762
7.27,3.465,24.05,1386,5762
8.14,3.465,24.05,1386,5762
18.54,3.465,24.05,1386,5762
21.82,3.465,24.05,1386,5762
24.99,3.465,24.05,1386,5762
28.24,3.465,24.05,1386,5762
31.38,3.465,24.05,1386,5762
34.62,3.465,24.05,1386,5762
37.82,3.465,24.05,1386,5762
41.02,3.465,24.05,1386,5762
45.81,3.465,24.05,1386,5762
49.08,3.465,24.05,1386,5762
52.20,3.465,24.05,1386,5762
55.34,3.465,24.05,1386,5762
58.48,3.465,24.05,1386,5762
61.63,3.465,24.05,1386,5762
64.78,3.465,24.05,1386,5762
69.65,3.465,24.05,1386,5762
72.98,3.465,24.05,1386,5762
76.20,4.720,32.28,1888,5848
79.29,4.720,32.28,1888,5848
82.42,4.720,32.28,1888,5848
85.57,4.720,32.28,1888,5848
90.56,4.720,32.28,1888,5848
93.94,4.720,32.28,1888,5848
97.31,4.720,32.28,1888,5848
100.49,4.720,32.28,1888,5848
103.68,5.798,39.65,2319,5848
106.89,5.798,39.65,2319,5848
110.06,5.798,39.65,2319,5848
114.71,5.798,39.65,2319,5848
117.86,5.798,39.65,2319,5848
121.00,5.798,39.65,2319,5848
124.21,5.798,39.65,2319,5848
127.33,5.798,39.65,2319,5848
130.50,5.798,39.65,2319,5848
133.66,5.798,39.65,2319,5848
136.79,5.798,39.65,2319,5848
139.96,5.798,39.65,2319,5848
143.11,5.798,39.65,2319,5848
146.31,5.798,39.65,2319,5848
149.48,5.798,39.65,2319,5848
152.59,6.703,44.80,2681,5984
157.59,6.703,44.80,2681,5984
160.76,7.138,47.02,2855,6072
163.99,7.138,47.02,2855,6072
167.22,7.138,47.02,2855,6072
170.31,7.340,48.35,2936,6072
173.69,7.373,48.57,2949,6072
176.93,7.433,48.96,2973,6072
180.11,7.653,50.41,3061,6072
183.28,7.770,51.19,3108,6072
186.48,7.785,51.28,3114,6072
189.71,7.785,51.28,3114,6072
192.93,7.785,51.28,3114,6072
196.12,7.785,51.28,3114,6072
199.26,7.785,51.28,3114,6072
202.35,8.468,33.37,3387,10150
203.55,8.468,33.37,3387,10150
205.54,8.490,33.46,3396,10150
208.91,8.508,33.53,3403,10150
209.56,8.508,33.53,3403,10150
211.55,8.508,33.53,3403,10150
215.73,8.558,33.72,3423,10150
219.40,8.558,33.72,3423,10150
222.53,8.558,33.72,3423,10150
225.63,8.558,33.72,3423,10150
229.52,8.558,33.72,3423,10150
232.67,8.558,33.72,3423,10150
235.79,8.558,33.72,3423,10150
238.91,8.558,33.72,3423,10150
242.17,8.558,33.72,3423,10150
245.30,8.558,33.72,3423,10150
248.42,8.558,33.72,3423,10150
251.54,8.558,33.72,3423,10150
251.70,8.558,33.72,3423,10150
253.55,8.558,33.72,3423,10150
255.55,9.070,22.14,3628,16390
259.33,9.070,22.14,3628,16390
262.50,9.070,22.14,3628,16390
265.71,9.070,22.14,3628,16390
