elapsed_s,frontier_x_m,frontier_y_m
1.87,-1.5239,0.0296
1.87,-0.6739,-0.9704
1.87,0.2761,-1.0204
1.87,-2.2239,-0.3204
1.87,-0.9739,-0.1704
1.87,-2.7739,0.2296
1.87,0.4761,0.4296
1.87,-2.3239,0.7296
1.87,-2.5239,0.7796
1.87,-2.6739,0.8296
1.87,0.3261,0.8796
1.87,-2.8239,0.8796
1.87,-2.6739,0.9296
1.87,-2.5739,0.9796
1.87,0.3761,1.0796
1.87,-0.2739,1.1296
6.48,-1.5239,0.0296
6.48,-0.6739,-0.9704
6.48,0.2761,-1.0204
6.48,-2.2239,-0.3204
6.48,-0.9739,-0.1704
6.48,-2.7739,0.2296
6.48,0.4761,0.4296
6.48,-2.3239,0.7296
6.48,-2.5239,0.7796
6.48,-2.6739,0.8296
6.48,0.3261,0.8796
6.48,-2.8239,0.8796
6.48,-2.6739,0.9296
6.48,-2.5739,0.9796
6.48,0.3761,1.0796
6.48,-0.2739,1.1296
9.84,-1.5239,0.0296
9.84,-0.6739,-0.9704
9.84,0.2761,-1.0204
9.84,-2.2239,-0.3204
9.84,-0.9739,-0.1704
9.84,-2.7739,0.2296
9.84,0.4761,0.4296
9.84,-2.3239,0.7296
9.84,-2.5239,0.7796
9.84,-2.6739,0.8296
9.84,0.3261,0.8796
9.84,-2.8239,0.8796
9.84,-2.6739,0.9296
9.84,-2.5739,0.9796
9.84,0.3761,1.0796
9.84,-0.2739,1.1296
19.61,-1.5239,0.0296
19.61,-0.6739,-0.9704
19.61,0.2761,-1.0204
19.61,-2.2239,-0.3204
19.61,-0.9739,-0.1704
19.61,-2.7739,0.2296
19.61,0.4761,0.4296
19.61,-2.3239,0.7296
19.61,-2.5239,0.7796
19.61,-2.6739,0.8296
19.61,0.3261,0.8796
19.61,-2.8239,0.8796
19.61,-2.6739,0.9296
19.61,-2.5739,0.9796
19.61,0.3761,1.0796
19.61,-0.2739,1.1296
22.94,-1.5239,0.0296
22.94,-0.6739,-0.9704
22.94,0.2761,-1.0204
22.94,-2.2239,-0.3204
22.94,-0.9739,-0.1704
22.94,-2.7739,0.2296
22.94,0.4761,0.4296
22.94,-2.3239,0.7296
