elapsed_s,frontier_x_m,frontier_y_m
3.12,-0.8317,-0.7391
3.12,-0.6817,-0.9891
3.12,-0.4317,-0.6891
3.12,0.6183,-0.3391
3.12,-1.0817,-0.3391
3.12,-1.1817,-0.1891
3.12,1.0183,-0.1391
3.12,0.7683,0.0109
3.12,0.7183,0.2609
3.12,0.9183,0.3609
3.12,0.8683,0.6609
3.12,-0.9817,0.6109
3.12,-0.5817,0.6109
3.12,0.3183,0.7109
3.12,-0.1817,0.7609
3.12,0.4683,0.8109
5.25,-0.8317,-0.7391
5.25,-0.6817,-0.9891
5.25,-0.4317,-0.6891
5.25,0.6183,-0.3391
5.25,-1.0817,-0.3391
5.25,-1.1817,-0.1891
5.25,1.0183,-0.1391
5.25,0.7683,0.0109
5.25,0.7183,0.2609
5.25,0.9183,0.3609
5.25,0.8683,0.6609
5.25,-0.9817,0.6109
5.25,-0.5817,0.6109
5.25,0.3183,0.7109
5.25,-0.1817,0.7609
5.25,0.4683,0.8109
8.38,-0.8317,-0.7391
8.38,-0.6817,-0.9891
8.38,-0.4317,-0.6891
8.38,0.6183,-0.3391
8.38,-1.0817,-0.3391
8.38,-1.1817,-0.1891
8.38,1.0183,-0.1391
8.38,0.7683,0.0109
8.38,0.7183,0.2609
8.38,0.9183,0.3609
8.38,0.8683,0.6609
8.38,-0.9817,0.6109
8.38,-0.5817,0.6109
8.38,0.3183,0.7109
8.38,-0.1817,0.7609
8.38,0.4683,0.8109
20.98,-0.8317,-0.7391
20.98,-0.6817,-0.9891
20.98,-0.4317,-0.6891
20.98,0.6183,-0.3391
20.98,-1.0817,-0.3391
20.98,-1.1817,-0.1891
20.98,1.0183,-0.1391
20.98,0.7683,0.0109
20.98,0.7183,0.2609
20.98,0.9183,0.3609
20.98,0.8683,0.6609
20.98,-0.9817,0.6109
20.98,-0.5817,0.6109
20.98,0.3183,0.7109
20.98,-0.1817,0.7609
20.98,0.4683,0.8109
24.69,-0.8317,-0.7391
24.69,-0.6817,-0.9891
24.69,-0.4317,-0.6891
24.69,0.6183,-0.3391
24.69,-1.0817,-0.3391
24.69,-1.1817,-0.1891
24.69,1.0183,-0.1391
24.69,0.7683,0.0109
24.69,0.7183,0.2609
24.69,0.9183,0.3609
24.69,0.8683,0.6609
24.69,-0.9817,0.6109
24.69,-0.5817,0.6109
24.69,0.3183,0.7109
24.69,-0.1817,0.7609
24.69,0.4683,0.8109
27.77,-0.8317,-0.7391
27.77,-0.6817,-0.9891
27.77,-0.4317,-0.6891
27.77,0.6183,-0.3391
27.77,-1.0817,-0.3391
27.77,-1.1817,-0.1891
27.77,1.0183,-0.1391
27.77,0.7683,0.0109
27.77,0.7183,0.2609
27.77,0.9183,0.3609
27.77,0.8683,0.6609
27.77,-0.9817,0.6109
27.77,-0.5817,0.6109
27.77,0.3183,0.7109
27.77,-0.1817,0.7609
27.77,0.4683,0.8109
31.10,-0.8317,-0.7391
31.10,-0.6817,-0.9891
31.10,-0.4317,-0.6891
31.10,0.6183,-0.3391
31.10,-1.0817,-0.3391
31.10,-1.1817,-0.1891
31.10,1.0183,-0.1391
31.10,0.7683,0.0109
31.10,0.7183,0.2609
31.10,0.9183,0.3609
31.10,0.8683,0.6609
31.10,-0.9817,0.6109
31.10,-0.5817,0.6109
31.10,0.3183,0.7109
31.10,-0.1817,0.7609
31.10,0.4683,0.8109
34.47,-0.8317,-0.7391
34.47,-0.6817,-0.9891
34.47,-0.4317,-0.6891
34.47,0.6183,-0.3391
34.47,-1.0817,-0.3391
34.47,-1.1817,-0.1891
34.47,1.0183,-0.1391
34.47,0.7683,0.0109
34.47,0.7183,0.2609
34.47,0.9183,0.3609
34.47,0.8683,0.6609
34.47,-0.9817,0.6109
34.47,-0.5817,0.6109
34.47,0.3183,0.7109
34.47,-0.1817,0.7609
34.47,0.4683,0.8109
37.70,-0.8317,-0.7391
37.70,-0.6817,-0.9891
37.70,-0.4317,-0.6891
37.70,0.6183,-0.3391
37.70,-1.0817,-0.3391
37.70,-1.1817,-0.1891
37.70,1.0183,-0.1391
37.70,0.7683,0.0109
37.70,0.7183,0.2609
37.70,0.9183,0.3609
37.70,0.8683,0.6609
37.70,-0.9817,0.6109
37.70,-0.5817,0.6109
37.70,0.3183,0.7109
37.70,-0.1817,0.7609
37.70,0.4683,0.8109
40.81,-0.8317,-0.7391
40.81,-0.6817,-0.9891
40.81,-0.4317,-0.6891
40.81,0.6183,-0.3391
40.81,-1.0817,-0.3391
40.81,-1.1817,-0.1891
40.81,1.0183,-0.1391
40.81,0.7683,0.0109
40.81,0.7183,0.2609
40.81,0.9183,0.3609
40.81,0.8683,0.6609
40.81,-0.9817,0.6109
40.81,-0.5817,0.6109
