elapsed_s,area_m2,percent_known,known_cells,total_cells
2.62,2.998,72.89,1199,1645
4.51,2.998,72.89,1199,1645
7.51,2.998,72.89,1199,1645
8.18,2.998,72.89,1199,1645
21.35,2.998,72.89,1199,1645
24.80,2.998,72.89,1199,1645
27.91,2.998,72.89,1199,1645
31.10,2.998,72.89,1199,1645
34.23,2.998,72.89,1199,1645
37.35,2.998,72.89,1199,1645
40.47,3.458,84.07,1383,1645
43.60,3.458,84.07,1383,1645
48.29,3.458,84.07,1383,1645
51.46,3.458,84.07,1383,1645
54.57,3.458,84.07,1383,1645
57.67,3.458,84.07,1383,1645
57.88,3.458,84.07,1383,1645
59.78,3.458,84.07,1383,1645
64.17,3.458,84.07,1383,1645
67.28,3.458,84.07,1383,1645
70.38,3.458,84.07,1383,1645
73.53,3.458,84.07,1383,1645
76.64,3.458,84.07,1383,1645
79.75,3.458,84.07,1383,1645
82.82,3.458,84.07,1383,1645
87.59,3.458,84.07,1383,1645
90.85,3.568,84.94,1427,1680
93.95,3.568,84.94,1427,1680
97.05,3.568,84.94,1427,1680
100.14,3.568,84.94,1427,1680
103.23,3.568,84.94,1427,1680
106.36,3.568,84.94,1427,1680
109.46,3.568,84.94,1427,1680
112.55,3.568,84.94,1427,1680
115.64,3.568,84.94,1427,1680
118.72,3.568,84.94,1427,1680
121.86,3.568,84.94,1427,1680
124.95,3.568,84.94,1427,1680
129.70,3.568,84.94,1427,1680
132.87,3.568,84.94,1427,1680
135.96,3.568,84.94,1427,1680
139.03,3.568,84.94,1427,1680
142.39,4.053,29.62,1621,5472
145.61,6.115,39.39,2446,6210
148.73,6.115,39.39,2446,6210
151.90,6.115,39.39,2446,6210
155.06,6.115,39.39,2446,6210
158.14,6.115,39.39,2446,6210
161.24,6.115,39.39,2446,6210
164.32,6.115,39.39,2446,6210
169.32,6.928,44.62,2771,6210
172.57,6.928,44.62,2771,6210
175.66,6.928,44.62,2771,6210
178.78,6.928,44.62,2771,6210
182.14,6.928,44.62,2771,6210
185.26,6.928,44.62,2771,6210
188.33,6.928,44.62,2771,6210
191.44,6.928,44.62,2771,6210
194.66,6.928,44.62,2771,6210
