elapsed_s,area_m2,percent_known,known_cells,total_cells
0.53,2.263,55.02,905,1645
2.54,2.263,55.02,905,1645
4.41,2.263,55.02,905,1645
6.47,2.263,55.02,905,1645
8.75,2.263,55.02,905,1645
20.31,2.263,55.02,905,1645
23.47,2.263,55.02,905,1645
26.61,2.263,55.02,905,1645
29.72,2.263,55.02,905,1645
32.80,2.263,55.02,905,1645
35.89,2.263,55.02,905,1645
39.02,2.263,55.02,905,1645
42.22,2.758,65.19,1103,1692
45.30,2.758,65.19,1103,1692
48.39,2.758,65.19,1103,1692
51.53,2.758,65.19,1103,1692
54.62,2.758,65.19,1103,1692
57.71,2.758,65.19,1103,1692
60.78,2.758,65.19,1103,1692
65.65,2.758,65.19,1103,1692
68.91,2.758,65.19,1103,1692
72.04,2.758,65.19,1103,1692
75.18,2.758,65.19,1103,1692
78.34,2.758,65.19,1103,1692
81.49,2.758,65.19,1103,1692
