elapsed_s,x_m,y_m
7.51,0.0000,0.0000
33.42,-0.6923,0.2983
34.09,-0.6847,0.5163
34.21,-0.6752,0.7542
39.75,-0.6922,0.3420
68.67,-0.4527,0.1250
94.40,-0.7685,0.6475
219.83,-0.8868,0.4139
261.00,-0.5694,0.5657
